target,model,family,fold,n,r2,rmse,mae,medae,mape,smape,nrmse,max_error,explained_variance,pearson_r,spearman_rho
read_delay_ns,knn,neighbour,0,3000.0,0.5122453714314831,6.666396463243702,4.416258768061164,2.676354757187355,84.72411149747167,54.867039363557936,0.16765193321773184,30.505383911040497,0.5150748785531916,0.7481323295532163,0.8682255887296351
read_delay_ns,knn,neighbour,1,3000.0,0.5313319180906899,6.296274332170881,4.0873088331813765,2.4935432989619897,80.58028702303191,52.03535632623184,0.1581052010721477,31.127577685357338,0.5333648243827983,0.7581029919162711,0.8707116125915274
read_delay_ns,knn,neighbour,2,3000.0,0.5160318809120974,6.461211823083297,4.280760658377169,2.67100048505112,85.89186891942646,54.7953075465209,0.16333642071643859,31.15766570698913,0.5173692777529967,0.7448940737687976,0.8678595320514566
read_delay_ns,knn,neighbour,3,3000.0,0.5216927579891337,6.286307253507739,4.248384479307082,2.746681257115235,87.27111986997213,54.66010647496062,0.15813580267135166,26.996923272340155,0.5225115413538013,0.7470144317962348,0.8615959998286218
read_delay_ns,knn,neighbour,4,3000.0,0.5314738094149889,6.295297999250034,4.285623856826071,2.7908337768595586,83.73009109782181,53.4842821010517,0.15886180687073773,30.27818461353576,0.5325833558683756,0.7576635669950823,0.8631125945376467
read_delay_ns,svr_rbf,kernel,0,3000.0,0.8085173675090638,4.1769101527259895,2.409904913505171,1.2343593805604223,50.69005973543099,42.00078644942808,0.1050443167972868,26.260401454886313,0.8121749196649872,0.9080267789951585,0.9494034171278259
read_delay_ns,svr_rbf,kernel,1,3000.0,0.8204291568163424,3.89734511162372,2.267486315999576,1.2655901536810445,50.773601734945096,42.43546559983773,0.09786589656241439,29.15690713598797,0.8230876722502608,0.9124472897361114,0.9530405062110696
read_delay_ns,svr_rbf,kernel,2,3000.0,0.8037498117383318,4.114439144454239,2.3367663655588884,1.2514228941195857,53.946020837502004,43.09490895161534,0.10401110217588626,30.315571041032904,0.8068173739563964,0.9018949842817763,0.9490392884318227
read_delay_ns,svr_rbf,kernel,3,3000.0,0.8065891409722094,3.9974455118348744,2.302919064334669,1.273466873395627,54.201986293428305,44.26660928832808,0.10055812246470587,28.02643223902617,0.8084317109647567,0.9009106276959503,0.9439686534347357
read_delay_ns,svr_rbf,kernel,4,3000.0,0.8117530366866296,3.990371648420186,2.3482315111149554,1.3206959749866118,52.280507043935806,43.37376566030816,0.10069700437204311,25.34561663405912,0.8149385088098818,0.9064974773974079,0.9470801114415858
read_delay_ns,gpr,kernel,0,3000.0,0.8033711354530794,4.23266672896838,2.7493761927022327,1.8123780660688473,78.11474420134367,55.38603793307636,0.10644652829913472,32.90842216210853,0.8033715789907039,0.8963124982972444,0.9395784113640337
read_delay_ns,gpr,kernel,1,3000.0,0.8085650371560177,4.024033454767908,2.7364015212347246,1.901506634175231,81.19040846811289,55.68644167268,0.10104715660757556,27.25987724994097,0.808893083935444,0.899480698406056,0.937216238447543
read_delay_ns,gpr,kernel,2,3000.0,0.801488890755065,4.138071689027453,2.7863971269133185,1.9277982925340833,81.45358881813246,57.842394305581394,0.1046085218780573,29.095460369311247,0.8014947173482401,0.8962726769115249,0.9297212391678225
read_delay_ns,gpr,kernel,3,3000.0,0.7876039402389242,4.189048163124034,2.813204674982074,1.9691912328110552,79.66335916889933,60.04918606513014,0.10537800126376767,35.27119456281979,0.7876138584785635,0.8895246393979893,0.9205253310495395
read_delay_ns,gpr,kernel,4,3000.0,0.7940730596414505,4.173553067356159,2.714336270954826,1.8477765829614645,78.76362867295236,53.316942717518124,0.10531958636907979,32.46165603723658,0.794206580501117,0.8915533210557363,0.9408669320831851
read_delay_ns,random_forest,ensemble,0,3000.0,0.8507653199884709,3.687443019704686,2.106839331185372,0.8815799562480157,27.87139593342366,23.09781841826585,0.09273480122166593,20.89139234176587,0.8507682888408644,0.9277753103381952,0.9716077107184165
read_delay_ns,random_forest,ensemble,1,3000.0,0.8501603741959121,3.5601171845305206,2.0152453866993727,0.8120392348561483,26.90092984055475,22.288099540255814,0.08939779520479285,26.13764127010913,0.8501929371119215,0.9274401664388586,0.9694930073779428
read_delay_ns,random_forest,ensemble,2,3000.0,0.8428457518707599,3.6818718180266505,2.0722860589229763,0.8132487595952385,26.94190873838937,22.68926945767787,0.09307600195751184,18.789362446522368,0.8429024805359401,0.9217688303932174,0.9703636259194129
read_delay_ns,random_forest,ensemble,3,3000.0,0.8557570249194781,3.452148437160831,1.9575429609162462,0.8056754521924563,26.449739933991623,22.113880353125285,0.08684084980836168,19.88165762540676,0.855767259099764,0.9289771703903515,0.9729445159908289
read_delay_ns,random_forest,ensemble,4,3000.0,0.8479290485434708,3.5865136508112,2.076472281086018,0.8785951460198417,27.641199043152735,22.304583851965027,0.0905056502491716,18.568113804390325,0.8482432807238244,0.9233765993997569,0.9680746111123066
read_delay_ns,extra_trees,ensemble,0,3000.0,0.8483161722751582,3.7175779066469414,2.115144398185816,0.9366447225000011,29.527633045611147,24.208682546401416,0.09349265774595501,21.190360440000003,0.8483194321181083,0.929089049228179,0.9736117729422035
read_delay_ns,extra_trees,ensemble,1,3000.0,0.8481660386863024,3.583731094690039,2.018596724720833,0.830117169375,28.39725262787341,23.222761649843157,0.08999076206374848,25.183338417083327,0.8481726649814777,0.9288992533166196,0.9732674715763636
read_delay_ns,extra_trees,ensemble,2,3000.0,0.8417210970281461,3.6950227607056063,2.0768192034891886,0.8587473497916647,29.087273080231736,24.107573458845458,0.09340845165348893,19.510282962499986,0.8417434917631086,0.923658095858179,0.9724605852642185
read_delay_ns,extra_trees,ensemble,3,3000.0,0.8476307107084395,3.5480591117601996,2.019764517309472,0.8644882433333345,28.787944799909127,23.592658564472988,0.08925353994597131,19.854859454166665,0.8476947752006974,0.9264746123612434,0.9738896214292788
read_delay_ns,extra_trees,ensemble,4,3000.0,0.8437501401297163,3.6354583614401674,2.0733178366264897,0.8987274262500016,29.19813813973536,23.252736834155787,0.09174076972535992,23.341059973333333,0.8440342378451307,0.9231296722933423,0.9698321110857528
read_delay_ns,hist_gbr,ensemble,0,3000.0,0.9210195574596539,2.6825647912093786,1.4571239135724938,0.5918746348605175,21.655150960309342,21.783840066584588,0.06746331030681645,24.436826609494645,0.9210220259354176,0.960447070534184,0.9812462575724986
read_delay_ns,hist_gbr,ensemble,1,3000.0,0.9220055575425756,2.5685189987198713,1.3588436657613763,0.5537671076761019,20.826629609361195,20.712879244843474,0.06449785878535878,25.120424308156775,0.9220506384878799,0.9612171081561162,0.9819110047618597
read_delay_ns,hist_gbr,ensemble,2,3000.0,0.9160270880491392,2.691381166113571,1.4151275739450933,0.551363935590628,21.053246309919185,21.56895541407754,0.06803686034345914,23.350863423068372,0.9160788553525696,0.9577568428432149,0.981803895861034
read_delay_ns,hist_gbr,ensemble,3,3000.0,0.9218630095592576,2.540799911655013,1.3755734833482975,0.5495247147914035,21.076169847105543,21.809622982263424,0.06391533491027926,19.356180270309217,0.9218654709162493,0.9603749869657084,0.982816102422102
read_delay_ns,hist_gbr,ensemble,4,3000.0,0.9174828754635139,2.641930565705268,1.4505734210701369,0.6075418365256671,21.654209702049148,21.379799494100656,0.06666910181932113,21.395471199246494,0.9175493649834728,0.9581053829762317,0.9801967224619018
read_delay_ns,xgboost,boosting,0,3000.0,0.9064518366810128,2.919497255535734,1.5319190014542847,0.4912768986511227,18.844230572291128,17.428685893195308,0.07342187966364509,23.749161944580074,0.9064646625970415,0.9542049405745799,0.9839761354328905
read_delay_ns,xgboost,boosting,1,3000.0,0.9066594617445625,2.8098692006987394,1.4302499194821028,0.47929694288253777,18.079342649404975,16.33481879751004,0.07055838286667145,24.579524253845214,0.906745514808497,0.9549090203688346,0.9835747398361625
read_delay_ns,xgboost,boosting,2,3000.0,0.9034863491547868,2.8853597832177615,1.475046668721375,0.48764820896148675,18.082728437728317,16.37822400663457,0.07294054929235409,21.515194732666014,0.9034942610094264,0.9519058179241818,0.9836462851774692
read_delay_ns,xgboost,boosting,3,3000.0,0.9117913563561358,2.699589298284177,1.4152595874781928,0.49088676773071294,17.71898056634293,16.482637333142254,0.06790977649540587,20.158140742492677,0.9117914383700395,0.9563014345833125,0.9846751761844278
read_delay_ns,xgboost,boosting,4,3000.0,0.903219498119096,2.8611675545903767,1.5067379419816085,0.5064167315673828,18.655670066415432,16.504550693505337,0.07220154590558,22.928229524230957,0.9033307169785177,0.9513101642288052,0.9814710568259998
read_delay_ns,lightgbm,boosting,0,3000.0,0.9210990608278872,2.6812142883011574,1.405101055644855,0.5052014582614226,19.053057634557184,18.59091407433343,0.0674293467667498,21.77576019276238,0.9211203161789736,0.9611060499714379,0.9842210116824573
read_delay_ns,lightgbm,boosting,1,3000.0,0.9246789167697594,2.5241155486594704,1.3115941970693865,0.5198172444199546,18.515018473645455,17.932906367281237,0.06338284758512791,21.96669179479499,0.9247467171365996,0.9631242113319607,0.9836969927386758
read_delay_ns,lightgbm,boosting,2,3000.0,0.9118784091979815,2.757063485206739,1.3889291909116277,0.49595247213332927,18.844071025544544,18.141391045389543,0.06969727872917203,25.335480852328473,0.9119030548179362,0.9556439404901654,0.9831252948971855
read_delay_ns,lightgbm,boosting,3,3000.0,0.9201517277446103,2.568472306425034,1.3506934848303314,0.50629941183855,18.257491294411974,17.9585544842215,0.06461145048056958,19.062399400464127,0.9201534929339685,0.9599200904680484,0.9849134699887091
read_delay_ns,lightgbm,boosting,4,3000.0,0.916763551415072,2.6534207901326217,1.4238905487442122,0.5415339814804789,19.304473448394756,18.048112325277778,0.06695905756313138,19.539813027656542,0.9168230966077207,0.958027326700785,0.9811846739052269
read_delay_ns,catboost,boosting,0,3000.0,0.9353371500975293,2.42726872145295,1.3007025630641043,0.5517187791251497,21.391431380879613,20.468057326409888,0.061042918139392256,21.407459050080078,0.9353926429835534,0.9680115705566729,0.9824922606005246
read_delay_ns,catboost,boosting,1,3000.0,0.936951263562778,2.309346748520656,1.2027468180729544,0.5016170041936707,18.823602372862336,18.82701728009834,0.05798980679011802,22.13122613195488,0.9370017761431664,0.968897282938202,0.9837863580819685
read_delay_ns,catboost,boosting,2,3000.0,0.9339639586243991,2.3866905725381233,1.2312777039157186,0.49146565573261314,19.959290972052106,19.467028336568855,0.06033442427677841,22.493697249760512,0.9339882605252,0.9668244617986939,0.9825731126134256
read_delay_ns,catboost,boosting,3,3000.0,0.9403286818319321,2.2203679079792433,1.2079273450774413,0.5210068145887161,19.98498797559077,19.37683734506245,0.05585467702967969,17.682073316059864,0.9403393821540291,0.9701971136171621,0.9846437324031527
read_delay_ns,catboost,boosting,4,3000.0,0.9363373434014153,2.3205543006656844,1.2470572350929248,0.5511116962120443,19.324711959682496,18.300564391110612,0.05855917371811933,21.17433340245571,0.9363737283695756,0.9680699153043802,0.9823709322595192
read_delay_ns,mlp,neural,0,3000.0,0.9607315698792498,1.8915255345394617,0.8502231559376048,0.37461797464830693,14.168878802592177,14.520857855849082,0.04756961491035334,21.796095577907494,0.9612833668177627,0.9805139835557464,0.9900435485548628
read_delay_ns,mlp,neural,1,3000.0,0.967510674358379,1.6577586475740471,0.6831459965629879,0.2901107806198184,11.700474082558022,11.805346112015917,0.0416278342518499,28.505013412920892,0.9675428372240651,0.9836552455473939,0.9916415907351682
read_delay_ns,mlp,neural,2,3000.0,0.9700526459651126,1.6072551668620962,0.7178851444045091,0.294042237560871,12.081496043997758,11.95587472657681,0.04063066082981019,19.84051665594467,0.9702462752994531,0.9850193269136178,0.9923659221492244
read_delay_ns,mlp,neural,3,3000.0,0.9701128859392267,1.5713904748272616,0.740541189307936,0.32412099652567883,12.699105828092744,12.697512528754636,0.03952926321064996,21.281932248170207,0.9702976306428036,0.9850866811362485,0.9896395069587939
read_delay_ns,mlp,neural,4,3000.0,0.9710985767327811,1.5635399117593076,0.7219005902423663,0.32996576936234867,12.520340298264902,11.213503012272568,0.03945592020047153,17.248434881421655,0.9712277296594323,0.9855090832735391,0.9899952704416957
read_delay_ns,mlp_deep,neural,0,3000.0,0.9646834215818946,1.793823665643768,0.7333183276526384,0.2539097198451339,10.099171413511932,10.15508479037667,0.04511252924350742,24.20227921051563,0.964686560320736,0.9822032928854708,0.9934013933742665
read_delay_ns,mlp_deep,neural,1,3000.0,0.9723127451264357,1.5303504755071422,0.6441750544619366,0.2111417032599059,8.305107009552867,7.850424035882734,0.03842849864476757,19.28324474646166,0.9723982313815268,0.9861866318741759,0.9942833616962455
read_delay_ns,mlp_deep,neural,2,3000.0,0.9766637577197792,1.4187996239211345,0.6002758243613076,0.20235555441574293,7.929998650211887,7.66751681233286,0.03586659261923406,19.297801383886128,0.9767619214123342,0.9883752318126928,0.9943384108134916
read_delay_ns,mlp_deep,neural,3,3000.0,0.9731284234631633,1.4900083398676036,0.6566985903562654,0.2275143451398245,8.650559618257251,8.326604357940273,0.03748204713991579,19.291784751645174,0.9731553247491262,0.9864868054617031,0.994418943934818
read_delay_ns,mlp_deep,neural,4,3000.0,0.9686350924375401,1.6288135087458817,0.6684057615187463,0.22766138081606946,8.378413012812542,7.96915403988064,0.0411030990249648,20.59338032681691,0.9686372444541884,0.9842174817051783,0.993568667950645
log10_total_power_nw,ridge,linear,0,3000.0,0.8657363573592752,0.13982850432138252,0.10659179888055859,0.08762817747267088,97.01492771793949,36.58457475570056,0.05677739346125615,0.9163314448107106,0.8658393340653332,0.9305112888848638,0.9423839029315447
log10_total_power_nw,ridge,linear,1,3000.0,0.8664654661510391,0.14192276393151557,0.1069161623091941,0.08719348396833712,84.27634626358052,37.833152818233465,0.05081246710988335,1.1498554331967483,0.8666862248101215,0.9309598768332352,0.9455135148348349
log10_total_power_nw,ridge,linear,2,3000.0,0.8617735036953712,0.1469921008317126,0.110080933538409,0.08896050087810256,124.9328844203244,37.63464555374185,0.0484140342331041,1.5058567956983588,0.8618163854264731,0.9283423651896137,0.9420624637847179
log10_total_power_nw,ridge,linear,3,3000.0,0.8622762237732542,0.1458336814434462,0.1104492655654525,0.09102535829571354,82.84724890017388,37.833784729101815,0.049799115299988185,1.225203851474241,0.862285034495441,0.9285933397406818,0.9402569578063285
log10_total_power_nw,ridge,linear,4,3000.0,0.8660975124060604,0.13961167551430936,0.10584813664385827,0.08642696632249486,92.6733658724707,37.63181652227695,0.04583167559918414,1.213138545512758,0.8660992377278167,0.9306769173310248,0.9433829670425518
log10_total_power_nw,elasticnet,linear,0,3000.0,0.8646281502295119,0.14040438807853237,0.10728508292269544,0.08941650504626325,98.13388467291703,36.924181306017424,0.057011231181442946,0.9326865075651453,0.8647240283373496,0.9299333208870209,0.941475129941681
log10_total_power_nw,elasticnet,linear,1,3000.0,0.8657237454948677,0.14231637474538983,0.10710755610632593,0.08950406399966632,84.83316610405282,37.77804970157636,0.050953391201128725,1.174245573457468,0.8659206472079761,0.9305635186057071,0.9449762952195881
log10_total_power_nw,elasticnet,linear,2,3000.0,0.8602766439854863,0.14778584911441753,0.11084832091456709,0.09209640829875326,120.77362038561057,37.96766110721092,0.048675467033328784,1.5063407591664588,0.8603255606497964,0.9275536017517388,0.9406510182945576
