group_1,group_2,mean_rank_1,mean_rank_2,rank_difference,critical_difference,significant,z,p_value_adjusted
catboost,elasticnet,2.6,14.0,11.4,8.873849897310638,True,4.308794992305191,0.210490601800279
catboost,extra_trees,2.6,11.0,8.4,8.873849897310638,False,3.1749015732775088,1.0
catboost,gpr,2.6,7.0,4.4,8.873849897310638,False,1.6630436812405998,1.0
catboost,hist_gbr,2.6,5.0,2.4,8.873849897310638,False,0.9071147352221453,1.0
catboost,knn,2.6,12.0,9.4,8.873849897310638,True,3.552866046286736,1.0
catboost,lightgbm,2.6,4.0,1.4,8.873849897310638,False,0.529150262212918,1.0
catboost,mlp,2.6,2.2,0.3999999999999999,8.873849897310638,False,0.15118578920369086,1.0
catboost,mlp_deep,2.6,1.2,1.4000000000000001,8.873849897310638,False,0.5291502622129182,1.0
catboost,poly2_ridge,2.6,8.0,5.4,8.873849897310638,False,2.041008154249827,1.0
catboost,random_forest,2.6,10.0,7.4,8.873849897310638,False,2.7969371002682815,1.0
catboost,ridge,2.6,13.0,10.4,8.873849897310638,True,3.930830519295963,0.49540234427343277
catboost,svr_rbf,2.6,9.0,6.4,8.873849897310638,False,2.418972627259054,1.0
catboost,xgboost,2.6,6.0,3.4,8.873849897310638,False,1.2850792082313724,1.0
elasticnet,extra_trees,14.0,11.0,3.0,8.873849897310638,False,1.1338934190276817,1.0
elasticnet,gpr,14.0,7.0,7.0,8.873849897310638,False,2.6457513110645903,1.0
elasticnet,hist_gbr,14.0,5.0,9.0,8.873849897310638,True,3.401680257083045,1.0
elasticnet,knn,14.0,12.0,2.0,8.873849897310638,False,0.7559289460184544,1.0
elasticnet,lightgbm,14.0,4.0,10.0,8.873849897310638,True,3.779644730092272,0.6848946801476747
elasticnet,mlp,14.0,2.2,11.8,8.873849897310638,True,4.459980781508881,0.14671411350713792
elasticnet,mlp_deep,14.0,1.2,12.8,8.873849897310638,True,4.837945254518108,0.05678782585281983
elasticnet,poly2_ridge,14.0,8.0,6.0,8.873849897310638,False,2.2677868380553634,1.0
