group_1,group_2,mean_rank_1,mean_rank_2,rank_difference,critical_difference,significant,z,p_value_adjusted
knn,mlp,12.0,1.4,10.6,8.873849897310638,True,4.006423413897808,0.41967229386878335
knn,mlp_deep,12.0,1.6,10.4,8.873849897310638,True,3.930830519295963,0.49540234427343277
knn,poly2_ridge,12.0,7.0,5.0,8.873849897310638,False,1.889822365046136,1.0
knn,random_forest,12.0,9.6,2.4000000000000004,8.873849897310638,False,0.9071147352221455,1.0
knn,ridge,12.0,13.4,1.4000000000000004,8.873849897310638,False,0.5291502622129183,1.0
knn,svr_rbf,12.0,9.8,2.1999999999999993,8.873849897310638,False,0.8315218406202995,1.0
knn,xgboost,12.0,5.6,6.4,8.873849897310638,False,2.418972627259054,1.0
lightgbm,mlp,4.4,1.4,3.0000000000000004,8.873849897310638,False,1.1338934190276817,1.0
lightgbm,mlp_deep,4.4,1.6,2.8000000000000003,8.873849897310638,False,1.0583005244258363,1.0
lightgbm,poly2_ridge,4.4,7.0,2.5999999999999996,8.873849897310638,False,0.9827076298239906,1.0
lightgbm,random_forest,4.4,9.6,5.199999999999999,8.873849897310638,False,1.9654152596479812,1.0
lightgbm,ridge,4.4,13.4,9.0,8.873849897310638,True,3.401680257083045,1.0
lightgbm,svr_rbf,4.4,9.8,5.4,8.873849897310638,False,2.041008154249827,1.0
lightgbm,xgboost,4.4,5.6,1.1999999999999993,8.873849897310638,False,0.4535573676110724,1.0
mlp,mlp_deep,1.4,1.6,0.20000000000000018,8.873849897310638,False,0.07559289460184551,1.0
mlp,poly2_ridge,1.4,7.0,5.6,8.873849897310638,False,2.116601048851672,1.0
mlp,random_forest,1.4,9.6,8.2,8.873849897310638,False,3.099308678675663,1.0
mlp,ridge,1.4,13.4,12.0,8.873849897310638,True,4.535573676110727,0.1219983416678776
mlp,svr_rbf,1.4,9.8,8.4,8.873849897310638,False,3.1749015732775088,1.0
mlp,xgboost,1.4,5.6,4.199999999999999,8.873849897310638,False,1.587450786638754,1.0
mlp_deep,poly2_ridge,1.6,7.0,5.4,8.873849897310638,False,2.041008154249827,1.0
mlp_deep,random_forest,1.6,9.6,8.0,8.873849897310638,False,3.0237157840738176,1.0
mlp_deep,ridge,1.6,13.4,11.8,8.873849897310638,True,4.459980781508881,0.14671411350713792
mlp_deep,svr_rbf,1.6,9.8,8.200000000000001,8.873849897310638,False,3.0993086786756634,1.0
mlp_deep,xgboost,1.6,5.6,3.9999999999999996,8.873849897310638,False,1.5118578920369086,1.0
poly2_ridge,random_forest,7.0,9.6,2.5999999999999996,8.873849897310638,False,0.9827076298239906,1.0
poly2_ridge,ridge,7.0,13.4,6.4,8.873849897310638,False,2.418972627259054,1.0
poly2_ridge,svr_rbf,7.0,9.8,2.8000000000000007,8.873849897310638,False,1.0583005244258366,1.0
poly2_ridge,xgboost,7.0,5.6,1.4000000000000004,8.873849897310638,False,0.5291502622129183,1.0
random_forest,ridge,9.6,13.4,3.8000000000000007,8.873849897310638,False,1.4362649974350636,1.0
random_forest,svr_rbf,9.6,9.8,0.20000000000000107,8.873849897310638,False,0.07559289460184584,1.0
random_forest,xgboost,9.6,5.6,4.0,8.873849897310638,False,1.5118578920369088,1.0
ridge,svr_rbf,13.4,9.8,3.5999999999999996,8.873849897310638,False,1.3606721028332178,1.0
ridge,xgboost,13.4,5.6,7.800000000000001,8.873849897310638,False,2.9481228894719727,1.0
svr_rbf,xgboost,9.8,5.6,4.200000000000001,8.873849897310638,False,1.5874507866387546,1.0
