group,n,statistic,p_value,normal_at_alpha
bayesian,7,0.8567872995839243,0.14165022734914523,True
de,7,0.945589079203779,0.6894562938821558,True
moead,7,0.9295348060553519,0.5469500790328632,True
nsga2,7,0.9488392282770146,0.7191212701553213,True
nsga3,7,0.895184395251812,0.30281222110560657,True
pso,7,0.9536735303035504,0.7629728792070614,True
