group,n,statistic,p_value,normal_at_alpha
bayesian,7,0.9422480540637865,0.6590449507656049,True
de,7,0.9571117375000735,0.7936068349261587,True
moead,7,0.9284207006340719,0.537549272262543,True
nsga2,7,0.9034123180103854,0.3521473212591404,True
nsga3,7,0.8430702995723288,0.10610626627396291,True
pso,7,0.8912481090584772,0.2812375482608098,True
