group,n,statistic,p_value,normal_at_alpha
bayesian,7,0.9486932013808008,0.7177893410939066,True
de,7,0.8738470627431909,0.20050703478976495,True
moead,7,0.8897865980879066,0.2735522559123263,True
nsga2,7,0.9088890030881107,0.38823458675290534,True
nsga3,7,0.8564419070747435,0.14063727074828608,True
pso,7,0.6740782088809999,0.001919425425514841,False
