group,n,mean,std,median,iqr,min,max,mean_ci_low,mean_ci_high
bayesian,7,2497.6108889155144,93.48717546614968,2461.839117670839,85.99289628641418,2401.205920263156,2680.8835751076726,2441.9569927666776,2569.973493081026
de,7,950.5251759328191,163.24465085014168,905.6742563529108,236.44503909711375,733.5338464742015,1168.170595689064,843.2521859527884,1064.3370825418567
moead,7,429.38986336640795,7.685346756308341,434.55597031123153,12.1982219640214,418.0694630839511,436.38904271344296,424.0731155349984,433.98752373960485
nsga2,7,2857.0848315690555,118.0336985214851,2851.4698855585493,113.19086779519284,2673.35034380754,3026.9279279082484,2776.91772568217,2939.1288364525412
nsga3,7,2747.6808858813893,198.1776578277199,2700.272179417269,138.2872203882648,2436.019067078698,3088.1538583590223,2616.768328221547,2884.240258712635
pso,7,892.2044368325651,108.99767683911833,891.4469505692107,113.57922021640832,728.7495903903382,1047.153202243825,818.0544691486855,965.0036491250262
