algorithm,label,run,generation,n_evaluations,n_nondominated,hypervolume
pso,Particle-swarm optimisation,2,1,201,1,453.59852345748703
pso,Particle-swarm optimisation,2,2,403,2,590.1931441910074
pso,Particle-swarm optimisation,2,3,606,3,594.4489910295723
pso,Particle-swarm optimisation,2,4,810,4,607.0090929120406
pso,Particle-swarm optimisation,2,5,1015,5,627.2775123212635
pso,Particle-swarm optimisation,2,6,1221,5,627.2775123212635
pso,Particle-swarm optimisation,2,7,1428,6,632.7471325032254
pso,Particle-swarm optimisation,2,8,1636,7,633.1214511227147
pso,Particle-swarm optimisation,2,9,1845,7,633.1214511227147
pso,Particle-swarm optimisation,2,10,2055,8,634.6884963573606
pso,Particle-swarm optimisation,2,11,2266,8,645.431995502982
pso,Particle-swarm optimisation,2,12,2478,9,665.7808389413177
pso,Particle-swarm optimisation,2,13,2691,10,671.9805553914224
pso,Particle-swarm optimisation,2,14,2905,11,677.8384870279917
pso,Particle-swarm optimisation,2,15,3120,12,715.1617190045099
pso,Particle-swarm optimisation,2,16,3336,13,904.1214781702408
pso,Particle-swarm optimisation,3,1,201,1,329.46924511693237
pso,Particle-swarm optimisation,3,2,403,2,488.22231892280405
pso,Particle-swarm optimisation,3,3,606,3,499.0038010498116
pso,Particle-swarm optimisation,3,4,810,4,550.1165371339071
pso,Particle-swarm optimisation,3,5,1015,5,597.2707111417332
pso,Particle-swarm optimisation,3,6,1221,6,611.1590861407929
pso,Particle-swarm optimisation,3,7,1428,7,611.9830787359007
pso,Particle-swarm optimisation,3,8,1636,8,614.3573489475671
pso,Particle-swarm optimisation,3,9,1845,9,640.2079194591062
pso,Particle-swarm optimisation,3,10,2055,9,640.2079194591062
pso,Particle-swarm optimisation,3,11,2266,10,692.4350070416352
pso,Particle-swarm optimisation,3,12,2478,10,850.6606338233815
pso,Particle-swarm optimisation,3,13,2691,11,851.4205510128894
pso,Particle-swarm optimisation,3,14,2905,11,854.0024947382688
pso,Particle-swarm optimisation,3,15,3120,12,868.7432694226104
pso,Particle-swarm optimisation,3,16,3336,13,891.4469505692107
pso,Particle-swarm optimisation,4,1,201,1,264.19823663706217
pso,Particle-swarm optimisation,4,2,403,2,439.9686111980823
pso,Particle-swarm optimisation,4,3,606,3,460.6460696342692
pso,Particle-swarm optimisation,4,4,810,4,466.3384915080768
pso,Particle-swarm optimisation,4,5,1015,5,477.45687892167626
pso,Particle-swarm optimisation,4,6,1221,6,478.7740125472809
pso,Particle-swarm optimisation,4,7,1428,7,479.1396737532615
pso,Particle-swarm optimisation,4,8,1636,8,479.4473963684567
pso,Particle-swarm optimisation,4,9,1845,9,565.6417887332079
pso,Particle-swarm optimisation,4,10,2055,10,570.1666165575841
pso,Particle-swarm optimisation,4,11,2266,11,598.7299843980684
pso,Particle-swarm optimisation,4,12,2478,12,603.10328866222
pso,Particle-swarm optimisation,4,13,2691,13,603.3070544885306
pso,Particle-swarm optimisation,4,14,2905,13,603.3070544885306
pso,Particle-swarm optimisation,4,15,3120,13,603.3070544885306
pso,Particle-swarm optimisation,4,16,3336,13,877.6091996710948
pso,Particle-swarm optimisation,5,1,201,1,266.8090833432558
pso,Particle-swarm optimisation,5,2,403,2,571.1011503743184
pso,Particle-swarm optimisation,5,3,606,3,583.4088702731907
pso,Particle-swarm optimisation,5,4,810,4,811.5832064593613
pso,Particle-swarm optimisation,5,5,1015,5,826.9210684280151
pso,Particle-swarm optimisation,5,6,1221,6,840.146671679048
pso,Particle-swarm optimisation,5,7,1428,6,953.5655726565694
pso,Particle-swarm optimisation,5,8,1636,7,954.8731404939838
pso,Particle-swarm optimisation,5,9,1845,7,954.8731404939838
pso,Particle-swarm optimisation,5,10,2055,7,954.8731404939838
pso,Particle-swarm optimisation,5,11,2266,8,979.665279804125
pso,Particle-swarm optimisation,5,12,2478,9,989.9732166809204
pso,Particle-swarm optimisation,5,13,2691,10,990.3061281606226
pso,Particle-swarm optimisation,5,14,2905,11,990.6310195377691
pso,Particle-swarm optimisation,5,15,3120,12,998.4983993584582
pso,Particle-swarm optimisation,5,16,3336,12,998.4983993584582
pso,Particle-swarm optimisation,6,1,201,1,316.51344943224535
pso,Particle-swarm optimisation,6,2,403,2,609.9527602611637
pso,Particle-swarm optimisation,6,3,606,3,630.7042100166522
pso,Particle-swarm optimisation,6,4,810,4,656.5954513468006
pso,Particle-swarm optimisation,6,5,1015,5,658.5884937758706
pso,Particle-swarm optimisation,6,6,1221,5,658.5884937758706
pso,Particle-swarm optimisation,6,7,1428,6,661.506996028992
pso,Particle-swarm optimisation,6,8,1636,7,662.4506629010157
pso,Particle-swarm optimisation,6,9,1845,8,663.3207482756125
pso,Particle-swarm optimisation,6,10,2055,9,666.5241595498267
pso,Particle-swarm optimisation,6,11,2266,9,703.363510622206
pso,Particle-swarm optimisation,6,12,2478,9,703.363510622206
pso,Particle-swarm optimisation,6,13,2691,9,703.363510622206
pso,Particle-swarm optimisation,6,14,2905,9,703.363510622206
pso,Particle-swarm optimisation,6,15,3120,10,795.6123166094405
pso,Particle-swarm optimisation,6,16,3336,11,797.8522374247875
bayesian,Bayesian optimisation (multi-objective TPE),0,100,100,25,874.6369358390009
bayesian,Bayesian optimisation (multi-objective TPE),0,200,200,50,1509.716742170985
bayesian,Bayesian optimisation (multi-objective TPE),0,300,300,55,2131.071189384464
bayesian,Bayesian optimisation (multi-objective TPE),0,400,400,62,2341.188422522503
bayesian,Bayesian optimisation (multi-objective TPE),0,500,500,69,2392.747436178021
bayesian,Bayesian optimisation (multi-objective TPE),0,600,600,80,2469.9328998723063
bayesian,Bayesian optimisation (multi-objective TPE),0,700,700,82,2475.1982954179334
bayesian,Bayesian optimisation (multi-objective TPE),0,800,800,80,2496.0979893252425
bayesian,Bayesian optimisation (multi-objective TPE),0,900,900,88,2500.3826546309233
bayesian,Bayesian optimisation (multi-objective TPE),0,1000,1000,94,2503.3936692586617
bayesian,Bayesian optimisation (multi-objective TPE),0,1100,1100,104,2504.6642320584897
bayesian,Bayesian optimisation (multi-objective TPE),0,1200,1200,110,2523.1649080436355
bayesian,Bayesian optimisation (multi-objective TPE),0,1300,1300,111,2528.022005905017
bayesian,Bayesian optimisation (multi-objective TPE),0,1400,1400,115,2529.28397816248
bayesian,Bayesian optimisation (multi-objective TPE),0,1500,1500,120,2557.244789665415
bayesian,Bayesian optimisation (multi-objective TPE),0,1600,1600,130,2571.275420887039
bayesian,Bayesian optimisation (multi-objective TPE),0,1700,1700,131,2583.067175098631
bayesian,Bayesian optimisation (multi-objective TPE),0,1800,1800,141,2599.700987510787
bayesian,Bayesian optimisation (multi-objective TPE),0,1900,1900,147,2601.333970662401
bayesian,Bayesian optimisation (multi-objective TPE),0,2000,2000,155,2605.5958556988135
bayesian,Bayesian optimisation (multi-objective TPE),0,2100,2100,159,2606.515463370539
bayesian,Bayesian optimisation (multi-objective TPE),0,2200,2200,161,2606.875609781619
bayesian,Bayesian optimisation (multi-objective TPE),0,2300,2300,166,2607.0839154330542
bayesian,Bayesian optimisation (multi-objective TPE),0,2400,2400,176,2610.745230470293
bayesian,Bayesian optimisation (multi-objective TPE),0,2500,2500,179,2611.5623113122897
bayesian,Bayesian optimisation (multi-objective TPE),0,2600,2600,182,2613.45890730562
bayesian,Bayesian optimisation (multi-objective TPE),0,2700,2700,187,2613.765915106408
bayesian,Bayesian optimisation (multi-objective TPE),0,2800,2800,191,2622.8585604258888
bayesian,Bayesian optimisation (multi-objective TPE),0,2900,2900,195,2629.1558165312435
bayesian,Bayesian optimisation (multi-objective TPE),0,3000,3000,199,2641.5812820982164
bayesian,Bayesian optimisation (multi-objective TPE),0,3100,3100,206,2643.963482089905
bayesian,Bayesian optimisation (multi-objective TPE),0,3200,3200,210,2644.8839596111648
bayesian,Bayesian optimisation (multi-objective TPE),0,3300,3300,216,2655.03504570079
bayesian,Bayesian optimisation (multi-objective TPE),0,3400,3400,224,2657.613222126943
bayesian,Bayesian optimisation (multi-objective TPE),0,3500,3500,225,2658.1250776052766
bayesian,Bayesian optimisation (multi-objective TPE),0,3600,3600,226,2666.4790575936668
bayesian,Bayesian optimisation (multi-objective TPE),0,3700,3700,232,2668.1857353326013
bayesian,Bayesian optimisation (multi-objective TPE),0,3800,3800,238,2672.8549452912534
bayesian,Bayesian optimisation (multi-objective TPE),0,3900,3900,242,2674.607101953875
bayesian,Bayesian optimisation (multi-objective TPE),0,4000,4000,245,2680.8835751076726
bayesian,Bayesian optimisation (multi-objective TPE),1,100,100,28,922.3346025941462
bayesian,Bayesian optimisation (multi-objective TPE),1,200,200,45,1531.0443733219981
bayesian,Bayesian optimisation (multi-objective TPE),1,300,300,59,1862.8157753884439
bayesian,Bayesian optimisation (multi-objective TPE),1,400,400,68,1935.3473275985652
bayesian,Bayesian optimisation (multi-objective TPE),1,500,500,73,1976.2242407551082
bayesian,Bayesian optimisation (multi-objective TPE),1,600,600,82,1986.7348029983596
bayesian,Bayesian optimisation (multi-objective TPE),1,700,700,83,1994.9113099703059
bayesian,Bayesian optimisation (multi-objective TPE),1,800,800,83,1998.7590300446827
bayesian,Bayesian optimisation (multi-objective TPE),1,900,900,86,2000.1159978524065
bayesian,Bayesian optimisation (multi-objective TPE),1,1000,1000,90,2004.2001034486802
bayesian,Bayesian optimisation (multi-objective TPE),1,1100,1100,96,2011.7512016388118
bayesian,Bayesian optimisation (multi-objective TPE),1,1200,1200,106,2064.768923047862
bayesian,Bayesian optimisation (multi-objective TPE),1,1300,1300,112,2069.0555265466196
bayesian,Bayesian optimisation (multi-objective TPE),1,1400,1400,116,2070.2792469993833
bayesian,Bayesian optimisation (multi-objective TPE),1,1500,1500,121,2076.4455101748204
bayesian,Bayesian optimisation (multi-objective TPE),1,1600,1600,130,2079.137853983495
bayesian,Bayesian optimisation (multi-objective TPE),1,1700,1700,132,2079.3574200519843
bayesian,Bayesian optimisation (multi-objective TPE),1,1800,1800,140,2087.6944505068623
bayesian,Bayesian optimisation (multi-objective TPE),1,1900,1900,148,2089.6375194965967
bayesian,Bayesian optimisation (multi-objective TPE),1,2000,2000,154,2151.2792706300033
bayesian,Bayesian optimisation (multi-objective TPE),1,2100,2100,169,2192.659446315127
bayesian,Bayesian optimisation (multi-objective TPE),1,2200,2200,177,2194.6619184368164
bayesian,Bayesian optimisation (multi-objective TPE),1,2300,2300,180,2213.01797428833
bayesian,Bayesian optimisation (multi-objective TPE),1,2400,2400,192,2216.7512024547227
bayesian,Bayesian optimisation (multi-objective TPE),1,2500,2500,197,2217.2343085679654
bayesian,Bayesian optimisation (multi-objective TPE),1,2600,2600,205,2219.1064166358838
bayesian,Bayesian optimisation (multi-objective TPE),1,2700,2700,206,2306.7741942973007
bayesian,Bayesian optimisation (multi-objective TPE),1,2800,2800,209,2307.0075026349514
bayesian,Bayesian optimisation (multi-objective TPE),1,2900,2900,213,2315.82881769401
bayesian,Bayesian optimisation (multi-objective TPE),1,3000,3000,213,2315.82881769401
bayesian,Bayesian optimisation (multi-objective TPE),1,3100,3100,217,2344.369934308219
bayesian,Bayesian optimisation (multi-objective TPE),1,3200,3200,221,2364.3450901108536
bayesian,Bayesian optimisation (multi-objective TPE),1,3300,3300,221,2366.6004722502935
bayesian,Bayesian optimisation (multi-objective TPE),1,3400,3400,221,2374.060183767623
bayesian,Bayesian optimisation (multi-objective TPE),1,3500,3500,225,2386.963528342185
bayesian,Bayesian optimisation (multi-objective TPE),1,3600,3600,234,2390.4954624405545
bayesian,Bayesian optimisation (multi-objective TPE),1,3700,3700,240,2390.7098734716833
bayesian,Bayesian optimisation (multi-objective TPE),1,3800,3800,241,2400.208658031494
bayesian,Bayesian optimisation (multi-objective TPE),1,3900,3900,245,2400.846273183156
bayesian,Bayesian optimisation (multi-objective TPE),1,4000,4000,250,2401.2059202631553
bayesian,Bayesian optimisation (multi-objective TPE),2,100,100,18,1117.2542458465164
bayesian,Bayesian optimisation (multi-objective TPE),2,200,200,37,1391.8762393487152
bayesian,Bayesian optimisation (multi-objective TPE),2,300,300,55,1600.0453039965869
bayesian,Bayesian optimisation (multi-objective TPE),2,400,400,71,1790.8337037620345
bayesian,Bayesian optimisation (multi-objective TPE),2,500,500,83,1904.0706743520998
bayesian,Bayesian optimisation (multi-objective TPE),2,600,600,96,1951.9895243198077
bayesian,Bayesian optimisation (multi-objective TPE),2,700,700,103,1956.924854818
bayesian,Bayesian optimisation (multi-objective TPE),2,800,800,107,1993.9402151906015
bayesian,Bayesian optimisation (multi-objective TPE),2,900,900,115,2079.989011849051
bayesian,Bayesian optimisation (multi-objective TPE),2,1000,1000,122,2084.8019543501514
bayesian,Bayesian optimisation (multi-objective TPE),2,1100,1100,126,2160.1643299307852
bayesian,Bayesian optimisation (multi-objective TPE),2,1200,1200,132,2170.752431884139
bayesian,Bayesian optimisation (multi-objective TPE),2,1300,1300,136,2187.577929084443
bayesian,Bayesian optimisation (multi-objective TPE),2,1400,1400,136,2198.2430423609967
bayesian,Bayesian optimisation (multi-objective TPE),2,1500,1500,141,2206.2453442574306
bayesian,Bayesian optimisation (multi-objective TPE),2,1600,1600,139,2242.559956032627
bayesian,Bayesian optimisation (multi-objective TPE),2,1700,1700,144,2256.1030374951715
bayesian,Bayesian optimisation (multi-objective TPE),2,1800,1800,153,2265.2088726881934
bayesian,Bayesian optimisation (multi-objective TPE),2,1900,1900,164,2269.3079540091508
bayesian,Bayesian optimisation (multi-objective TPE),2,2000,2000,171,2280.016119474144
bayesian,Bayesian optimisation (multi-objective TPE),2,2100,2100,168,2298.384334460663
bayesian,Bayesian optimisation (multi-objective TPE),2,2200,2200,180,2305.9351327574263
bayesian,Bayesian optimisation (multi-objective TPE),2,2300,2300,178,2308.4379038441048
bayesian,Bayesian optimisation (multi-objective TPE),2,2400,2400,173,2318.688965935299
bayesian,Bayesian optimisation (multi-objective TPE),2,2500,2500,171,2412.3372026866336
bayesian,Bayesian optimisation (multi-objective TPE),2,2600,2600,172,2412.3412023914
bayesian,Bayesian optimisation (multi-objective TPE),2,2700,2700,174,2413.510041229594
bayesian,Bayesian optimisation (multi-objective TPE),2,2800,2800,174,2415.9653124228116
bayesian,Bayesian optimisation (multi-objective TPE),2,2900,2900,176,2415.9756964585827
bayesian,Bayesian optimisation (multi-objective TPE),2,3000,3000,177,2416.4370591131265
bayesian,Bayesian optimisation (multi-objective TPE),2,3100,3100,178,2481.6610913487857
bayesian,Bayesian optimisation (multi-objective TPE),2,3200,3200,181,2483.4375458817735
bayesian,Bayesian optimisation (multi-objective TPE),2,3300,3300,185,2484.7714730978632
bayesian,Bayesian optimisation (multi-objective TPE),2,3400,3400,188,2512.5556304912125
bayesian,Bayesian optimisation (multi-objective TPE),2,3500,3500,190,2512.570495701315
bayesian,Bayesian optimisation (multi-objective TPE),2,3600,3600,194,2515.354848888078
bayesian,Bayesian optimisation (multi-objective TPE),2,3700,3700,197,2515.7867724668276
bayesian,Bayesian optimisation (multi-objective TPE),2,3800,3800,198,2515.787723538026
bayesian,Bayesian optimisation (multi-objective TPE),2,3900,3900,202,2523.903144411232
bayesian,Bayesian optimisation (multi-objective TPE),2,4000,4000,203,2523.925292046325
bayesian,Bayesian optimisation (multi-objective TPE),3,100,100,18,1336.7016176123082
bayesian,Bayesian optimisation (multi-objective TPE),3,200,200,49,1764.4255095989708
bayesian,Bayesian optimisation (multi-objective TPE),3,300,300,61,2181.4969641200723
bayesian,Bayesian optimisation (multi-objective TPE),3,400,400,76,2186.464552228537
bayesian,Bayesian optimisation (multi-objective TPE),3,500,500,79,2205.110712033501
bayesian,Bayesian optimisation (multi-objective TPE),3,600,600,84,2217.1542511181824
bayesian,Bayesian optimisation (multi-objective TPE),3,700,700,96,2223.989780880624
bayesian,Bayesian optimisation (multi-objective TPE),3,800,800,104,2231.4204845785616
bayesian,Bayesian optimisation (multi-objective TPE),3,900,900,113,2249.5862927687726
bayesian,Bayesian optimisation (multi-objective TPE),3,1000,1000,114,2253.662307607944
bayesian,Bayesian optimisation (multi-objective TPE),3,1100,1100,113,2269.063036532414
bayesian,Bayesian optimisation (multi-objective TPE),3,1200,1200,121,2278.8558400271345
bayesian,Bayesian optimisation (multi-objective TPE),3,1300,1300,125,2283.470412227922
bayesian,Bayesian optimisation (multi-objective TPE),3,1400,1400,134,2292.6665612675483
bayesian,Bayesian optimisation (multi-objective TPE),3,1500,1500,144,2294.988373456552
bayesian,Bayesian optimisation (multi-objective TPE),3,1600,1600,151,2314.0649437337584
bayesian,Bayesian optimisation (multi-objective TPE),3,1700,1700,157,2337.0165700070365
bayesian,Bayesian optimisation (multi-objective TPE),3,1800,1800,167,2412.0746970678583
bayesian,Bayesian optimisation (multi-objective TPE),3,1900,1900,175,2415.3714278421908
bayesian,Bayesian optimisation (multi-objective TPE),3,2000,2000,182,2418.478846238867
bayesian,Bayesian optimisation (multi-objective TPE),3,2100,2100,187,2420.4002779344864
bayesian,Bayesian optimisation (multi-objective TPE),3,2200,2200,192,2425.7611296847613
bayesian,Bayesian optimisation (multi-objective TPE),3,2300,2300,195,2428.831326375813
bayesian,Bayesian optimisation (multi-objective TPE),3,2400,2400,198,2430.320960567398
bayesian,Bayesian optimisation (multi-objective TPE),3,2500,2500,201,2434.1017689564183
bayesian,Bayesian optimisation (multi-objective TPE),3,2600,2600,204,2435.5292075048114
bayesian,Bayesian optimisation (multi-objective TPE),3,2700,2700,201,2436.2252872725526
bayesian,Bayesian optimisation (multi-objective TPE),3,2800,2800,203,2438.8072930025646
bayesian,Bayesian optimisation (multi-objective TPE),3,2900,2900,210,2439.0703848819367
bayesian,Bayesian optimisation (multi-objective TPE),3,3000,3000,219,2442.8078387132573
bayesian,Bayesian optimisation (multi-objective TPE),3,3100,3100,224,2446.4319489827217
bayesian,Bayesian optimisation (multi-objective TPE),3,3200,3200,230,2447.599373892998
bayesian,Bayesian optimisation (multi-objective TPE),3,3300,3300,231,2447.74051302615
bayesian,Bayesian optimisation (multi-objective TPE),3,3400,3400,229,2450.989037916453
bayesian,Bayesian optimisation (multi-objective TPE),3,3500,3500,238,2455.309004402666
bayesian,Bayesian optimisation (multi-objective TPE),3,3600,3600,240,2455.6798902686605
bayesian,Bayesian optimisation (multi-objective TPE),3,3700,3700,245,2457.3425590976385
bayesian,Bayesian optimisation (multi-objective TPE),3,3800,3800,245,2458.686064629873
bayesian,Bayesian optimisation (multi-objective TPE),3,3900,3900,249,2461.7323963416015
bayesian,Bayesian optimisation (multi-objective TPE),3,4000,4000,253,2461.83911767084
bayesian,Bayesian optimisation (multi-objective TPE),4,100,100,23,1454.5375776026785
bayesian,Bayesian optimisation (multi-objective TPE),4,200,200,37,1770.780129958915
bayesian,Bayesian optimisation (multi-objective TPE),4,300,300,55,1862.0334966845498
bayesian,Bayesian optimisation (multi-objective TPE),4,400,400,67,1921.3924624874576
bayesian,Bayesian optimisation (multi-objective TPE),4,500,500,76,1979.1559489697445
bayesian,Bayesian optimisation (multi-objective TPE),4,600,600,86,2017.9778531243571
bayesian,Bayesian optimisation (multi-objective TPE),4,700,700,98,2063.552680421973
bayesian,Bayesian optimisation (multi-objective TPE),4,800,800,111,2137.50176856704
bayesian,Bayesian optimisation (multi-objective TPE),4,900,900,118,2197.709250325332
bayesian,Bayesian optimisation (multi-objective TPE),4,1000,1000,119,2198.475082696569
bayesian,Bayesian optimisation (multi-objective TPE),4,1100,1100,123,2202.0855347610423
bayesian,Bayesian optimisation (multi-objective TPE),4,1200,1200,128,2202.6222697337926
bayesian,Bayesian optimisation (multi-objective TPE),4,1300,1300,131,2202.6891801039565
bayesian,Bayesian optimisation (multi-objective TPE),4,1400,1400,132,2203.4236952989027
bayesian,Bayesian optimisation (multi-objective TPE),4,1500,1500,132,2203.4236952989027
bayesian,Bayesian optimisation (multi-objective TPE),4,1600,1600,134,2206.253618045705
bayesian,Bayesian optimisation (multi-objective TPE),4,1700,1700,140,2247.8379568832997
bayesian,Bayesian optimisation (multi-objective TPE),4,1800,1800,143,2248.387176387043
bayesian,Bayesian optimisation (multi-objective TPE),4,1900,1900,142,2251.9144853900966
bayesian,Bayesian optimisation (multi-objective TPE),4,2000,2000,149,2252.755107687046
bayesian,Bayesian optimisation (multi-objective TPE),4,2100,2100,150,2253.3880372783738
bayesian,Bayesian optimisation (multi-objective TPE),4,2200,2200,154,2254.6853634167906
bayesian,Bayesian optimisation (multi-objective TPE),4,2300,2300,156,2256.657385994285
bayesian,Bayesian optimisation (multi-objective TPE),4,2400,2400,163,2262.2937779346335
bayesian,Bayesian optimisation (multi-objective TPE),4,2500,2500,166,2264.2392281435486
bayesian,Bayesian optimisation (multi-objective TPE),4,2600,2600,174,2269.039754548774
bayesian,Bayesian optimisation (multi-objective TPE),4,2700,2700,177,2269.303098521168
bayesian,Bayesian optimisation (multi-objective TPE),4,2800,2800,183,2269.3548443262594
bayesian,Bayesian optimisation (multi-objective TPE),4,2900,2900,184,2277.6881456671845
bayesian,Bayesian optimisation (multi-objective TPE),4,3000,3000,189,2306.9295127631353
bayesian,Bayesian optimisation (multi-objective TPE),4,3100,3100,196,2312.5733915472424
bayesian,Bayesian optimisation (multi-objective TPE),4,3200,3200,193,2313.229059486721
bayesian,Bayesian optimisation (multi-objective TPE),4,3300,3300,194,2316.7299691116345
bayesian,Bayesian optimisation (multi-objective TPE),4,3400,3400,196,2316.802571199897
bayesian,Bayesian optimisation (multi-objective TPE),4,3500,3500,202,2317.954779616005
bayesian,Bayesian optimisation (multi-objective TPE),4,3600,3600,202,2318.3482215504514
bayesian,Bayesian optimisation (multi-objective TPE),4,3700,3700,204,2318.353262046024
bayesian,Bayesian optimisation (multi-objective TPE),4,3800,3800,205,2515.177510798533
bayesian,Bayesian optimisation (multi-objective TPE),4,3900,3900,206,2530.1163260399335
bayesian,Bayesian optimisation (multi-objective TPE),4,4000,4000,212,2531.741408923555
bayesian,Bayesian optimisation (multi-objective TPE),5,100,100,30,951.35666848357
bayesian,Bayesian optimisation (multi-objective TPE),5,200,200,48,1606.3346630553865
bayesian,Bayesian optimisation (multi-objective TPE),5,300,300,71,1988.8443544818995
bayesian,Bayesian optimisation (multi-objective TPE),5,400,400,83,2025.9159075131302
bayesian,Bayesian optimisation (multi-objective TPE),5,500,500,88,2137.9949773040416
bayesian,Bayesian optimisation (multi-objective TPE),5,600,600,91,2270.1080148515975
bayesian,Bayesian optimisation (multi-objective TPE),5,700,700,96,2274.9783120492984
bayesian,Bayesian optimisation (multi-objective TPE),5,800,800,99,2295.0363705152467
bayesian,Bayesian optimisation (multi-objective TPE),5,900,900,107,2296.8551533407817
bayesian,Bayesian optimisation (multi-objective TPE),5,1000,1000,110,2299.992033026199
bayesian,Bayesian optimisation (multi-objective TPE),5,1100,1100,117,2303.894687977388
bayesian,Bayesian optimisation (multi-objective TPE),5,1200,1200,121,2306.557343815136
bayesian,Bayesian optimisation (multi-objective TPE),5,1300,1300,124,2310.049050410659
bayesian,Bayesian optimisation (multi-objective TPE),5,1400,1400,123,2311.71965496711
bayesian,Bayesian optimisation (multi-objective TPE),5,1500,1500,125,2319.019562219778
bayesian,Bayesian optimisation (multi-objective TPE),5,1600,1600,129,2320.7991447671525
bayesian,Bayesian optimisation (multi-objective TPE),5,1700,1700,131,2322.578813854775
bayesian,Bayesian optimisation (multi-objective TPE),5,1800,1800,137,2325.691655900418
bayesian,Bayesian optimisation (multi-objective TPE),5,1900,1900,136,2326.8880811371073
bayesian,Bayesian optimisation (multi-objective TPE),5,2000,2000,137,2330.721798974423
bayesian,Bayesian optimisation (multi-objective TPE),5,2100,2100,145,2332.281001541441
bayesian,Bayesian optimisation (multi-objective TPE),5,2200,2200,144,2337.81803063585
bayesian,Bayesian optimisation (multi-objective TPE),5,2300,2300,145,2354.1590406027403
bayesian,Bayesian optimisation (multi-objective TPE),5,2400,2400,147,2355.566315653341
bayesian,Bayesian optimisation (multi-objective TPE),5,2500,2500,152,2357.3015758060324
bayesian,Bayesian optimisation (multi-objective TPE),5,2600,2600,155,2358.676801256599
bayesian,Bayesian optimisation (multi-objective TPE),5,2700,2700,160,2360.802643539063
bayesian,Bayesian optimisation (multi-objective TPE),5,2800,2800,157,2379.287107154394
bayesian,Bayesian optimisation (multi-objective TPE),5,2900,2900,162,2379.9280270224613
bayesian,Bayesian optimisation (multi-objective TPE),5,3000,3000,170,2381.9632176557116
bayesian,Bayesian optimisation (multi-objective TPE),5,3100,3100,175,2384.7769039746545
bayesian,Bayesian optimisation (multi-objective TPE),5,3200,3200,181,2388.783170629981
bayesian,Bayesian optimisation (multi-objective TPE),5,3300,3300,179,2390.4940652386895
bayesian,Bayesian optimisation (multi-objective TPE),5,3400,3400,186,2394.8291908695765
bayesian,Bayesian optimisation (multi-objective TPE),5,3500,3500,191,2395.5592930362604
bayesian,Bayesian optimisation (multi-objective TPE),5,3600,3600,198,2396.5907651688585
bayesian,Bayesian optimisation (multi-objective TPE),5,3700,3700,207,2422.6747190235174
bayesian,Bayesian optimisation (multi-objective TPE),5,3800,3800,216,2423.9938700770467
bayesian,Bayesian optimisation (multi-objective TPE),5,3900,3900,225,2427.808474388598
bayesian,Bayesian optimisation (multi-objective TPE),5,4000,4000,217,2431.873665053942
bayesian,Bayesian optimisation (multi-objective TPE),6,100,100,21,1327.2250941221637
bayesian,Bayesian optimisation (multi-objective TPE),6,200,200,46,1785.5847863902695
bayesian,Bayesian optimisation (multi-objective TPE),6,300,300,61,1824.1439512423585
bayesian,Bayesian optimisation (multi-objective TPE),6,400,400,65,1912.1849446015167
bayesian,Bayesian optimisation (multi-objective TPE),6,500,500,71,2051.566734087078
bayesian,Bayesian optimisation (multi-objective TPE),6,600,600,77,2068.0240218335157
bayesian,Bayesian optimisation (multi-objective TPE),6,700,700,85,2093.9872273548503
bayesian,Bayesian optimisation (multi-objective TPE),6,800,800,91,2097.2117798906074
bayesian,Bayesian optimisation (multi-objective TPE),6,900,900,90,2101.9136723307065
bayesian,Bayesian optimisation (multi-objective TPE),6,1000,1000,93,2108.814289113487
bayesian,Bayesian optimisation (multi-objective TPE),6,1100,1100,96,2109.844294656247
bayesian,Bayesian optimisation (multi-objective TPE),6,1200,1200,102,2110.9345466421128
bayesian,Bayesian optimisation (multi-objective TPE),6,1300,1300,102,2112.4768012007085
bayesian,Bayesian optimisation (multi-objective TPE),6,1400,1400,106,2114.1186211235536
bayesian,Bayesian optimisation (multi-objective TPE),6,1500,1500,112,2120.542156035484
bayesian,Bayesian optimisation (multi-objective TPE),6,1600,1600,118,2126.492258915071
bayesian,Bayesian optimisation (multi-objective TPE),6,1700,1700,125,2130.2729343346364
bayesian,Bayesian optimisation (multi-objective TPE),6,1800,1800,124,2134.572342678094
bayesian,Bayesian optimisation (multi-objective TPE),6,1900,1900,130,2135.0161567151995
bayesian,Bayesian optimisation (multi-objective TPE),6,2000,2000,134,2186.576728522246
bayesian,Bayesian optimisation (multi-objective TPE),6,2100,2100,139,2193.1389005806313
bayesian,Bayesian optimisation (multi-objective TPE),6,2200,2200,147,2197.306350011795
bayesian,Bayesian optimisation (multi-objective TPE),6,2300,2300,150,2199.0719112562624
bayesian,Bayesian optimisation (multi-objective TPE),6,2400,2400,154,2200.5593453535207
bayesian,Bayesian optimisation (multi-objective TPE),6,2500,2500,160,2201.6342556775408
bayesian,Bayesian optimisation (multi-objective TPE),6,2600,2600,166,2214.1725782922026
bayesian,Bayesian optimisation (multi-objective TPE),6,2700,2700,165,2215.5305575777916
bayesian,Bayesian optimisation (multi-objective TPE),6,2800,2800,173,2217.4289678962396
bayesian,Bayesian optimisation (multi-objective TPE),6,2900,2900,180,2229.7264794561543
bayesian,Bayesian optimisation (multi-objective TPE),6,3000,3000,184,2367.2246455011414
bayesian,Bayesian optimisation (multi-objective TPE),6,3100,3100,193,2375.0042353563754
