algorithm,label,run,generation,n_evaluations,n_nondominated,hypervolume
nsga3,NSGA-III,4,34,3400,40,2751.5625853709766
nsga3,NSGA-III,4,35,3500,40,2765.0607541509735
nsga3,NSGA-III,4,36,3600,40,2757.0586226643245
nsga3,NSGA-III,4,37,3700,39,2766.1603713479017
nsga3,NSGA-III,4,38,3800,27,2755.2947430009685
nsga3,NSGA-III,4,39,3900,36,2835.1405336971243
nsga3,NSGA-III,4,40,4000,38,2845.021754416214
nsga3,NSGA-III,5,1,100,7,863.676564667996
nsga3,NSGA-III,5,2,200,13,884.686675297991
nsga3,NSGA-III,5,3,300,15,1084.813470594706
nsga3,NSGA-III,5,4,400,16,1193.3210526584928
nsga3,NSGA-III,5,5,500,20,1235.6464187431227
nsga3,NSGA-III,5,6,600,26,1275.5743310086787
nsga3,NSGA-III,5,7,700,29,1416.873837623307
nsga3,NSGA-III,5,8,800,33,1464.2548217191506
nsga3,NSGA-III,5,9,900,29,1511.2987412354169
nsga3,NSGA-III,5,10,1000,31,1675.0660260398436
nsga3,NSGA-III,5,11,1100,36,1711.3380031643896
nsga3,NSGA-III,5,12,1200,34,1757.311992919612
nsga3,NSGA-III,5,13,1300,39,1796.599393358967
nsga3,NSGA-III,5,14,1400,41,1909.8014709654053
nsga3,NSGA-III,5,15,1500,41,1918.2451829611907
nsga3,NSGA-III,5,16,1600,46,1962.8772116651046
nsga3,NSGA-III,5,17,1700,41,1963.3474003052418
nsga3,NSGA-III,5,18,1800,44,1997.6175004810589
nsga3,NSGA-III,5,19,1900,37,2050.9013307645723
nsga3,NSGA-III,5,20,2000,42,2095.0864649422742
nsga3,NSGA-III,5,21,2100,45,2137.007048356707
nsga3,NSGA-III,5,22,2200,32,2230.0088497076217
nsga3,NSGA-III,5,23,2300,36,2247.8670006902453
nsga3,NSGA-III,5,24,2400,41,2297.7924722496286
nsga3,NSGA-III,5,25,2500,39,2411.2870230670446
nsga3,NSGA-III,5,26,2600,39,2457.3143812172666
nsga3,NSGA-III,5,27,2700,25,2339.1109580923944
nsga3,NSGA-III,5,28,2800,32,2387.29724627199
nsga3,NSGA-III,5,29,2900,35,2363.8411923465737
nsga3,NSGA-III,5,30,3000,35,2494.969697214322
nsga3,NSGA-III,5,31,3100,33,2516.321546659842
nsga3,NSGA-III,5,32,3200,33,2595.654699343697
nsga3,NSGA-III,5,33,3300,36,2550.9872738780605
nsga3,NSGA-III,5,34,3400,35,2657.848757951717
nsga3,NSGA-III,5,35,3500,34,2679.067972093383
nsga3,NSGA-III,5,36,3600,35,2682.877237074573
nsga3,NSGA-III,5,37,3700,37,2692.8336829128666
nsga3,NSGA-III,5,38,3800,38,2708.33460513555
nsga3,NSGA-III,5,39,3900,39,2703.069151172127
nsga3,NSGA-III,5,40,4000,40,2700.272179417269
nsga3,NSGA-III,6,1,100,12,524.720618574631
nsga3,NSGA-III,6,2,200,14,559.831225504979
nsga3,NSGA-III,6,3,300,14,597.6642823713976
nsga3,NSGA-III,6,4,400,17,640.0245991966417
nsga3,NSGA-III,6,5,500,13,948.6920989661244
nsga3,NSGA-III,6,6,600,18,994.6132669481258
nsga3,NSGA-III,6,7,700,18,1317.5333597852455
nsga3,NSGA-III,6,8,800,26,1430.2213317188503
nsga3,NSGA-III,6,9,900,25,1642.9860817984481
nsga3,NSGA-III,6,10,1000,30,1731.6937051919735
nsga3,NSGA-III,6,11,1100,30,1866.9356186847663
nsga3,NSGA-III,6,12,1200,32,1871.4326216161521
nsga3,NSGA-III,6,13,1300,34,2159.673572494851
nsga3,NSGA-III,6,14,1400,33,2144.315109448619
nsga3,NSGA-III,6,15,1500,34,2230.0625268498156
nsga3,NSGA-III,6,16,1600,37,2435.8785097803716
nsga3,NSGA-III,6,17,1700,37,2548.02332659078
nsga3,NSGA-III,6,18,1800,38,2639.2002139835786
nsga3,NSGA-III,6,19,1900,40,2661.5358907321106
nsga3,NSGA-III,6,20,2000,41,2717.8110287312747
nsga3,NSGA-III,6,21,2100,39,2797.4309979019813
nsga3,NSGA-III,6,22,2200,38,2813.765533397451
nsga3,NSGA-III,6,23,2300,38,2822.857629796146
nsga3,NSGA-III,6,24,2400,38,2815.097428651782
nsga3,NSGA-III,6,25,2500,40,2851.678772086948
nsga3,NSGA-III,6,26,2600,42,2886.1103502398646
nsga3,NSGA-III,6,27,2700,43,2892.992957847172
nsga3,NSGA-III,6,28,2800,44,2899.752607288953
nsga3,NSGA-III,6,29,2900,44,2868.8529340336063
nsga3,NSGA-III,6,30,3000,43,2936.009802212951
nsga3,NSGA-III,6,31,3100,44,2951.4535312720627
nsga3,NSGA-III,6,32,3200,42,2969.958650034602
nsga3,NSGA-III,6,33,3300,43,2978.1813982161393
nsga3,NSGA-III,6,34,3400,44,2984.7106267428276
nsga3,NSGA-III,6,35,3500,45,3004.898587442765
nsga3,NSGA-III,6,36,3600,44,3073.7064462293
nsga3,NSGA-III,6,37,3700,46,3060.9057858647975
nsga3,NSGA-III,6,38,3800,46,3064.395551889653
nsga3,NSGA-III,6,39,3900,47,3061.0468987322524
nsga3,NSGA-III,6,40,4000,46,3088.1538583590223
moead,MOEA/D,0,1,100,10,689.7425710481135
moead,MOEA/D,0,2,200,69,604.3937271690853
moead,MOEA/D,0,3,300,84,764.4693187627298
moead,MOEA/D,0,4,400,98,865.0558100136286
moead,MOEA/D,0,5,500,93,898.5840662390426
moead,MOEA/D,0,6,600,95,869.9865361265156
moead,MOEA/D,0,7,700,85,674.0317405268811
moead,MOEA/D,0,8,800,100,726.3699426652938
moead,MOEA/D,0,9,900,96,780.2314746600952
moead,MOEA/D,0,10,1000,98,643.0540480835547
moead,MOEA/D,0,11,1100,94,650.0022942263514
moead,MOEA/D,0,12,1200,99,572.5830756779909
moead,MOEA/D,0,13,1300,95,496.3537954139463
moead,MOEA/D,0,14,1400,92,490.63594104993297
moead,MOEA/D,0,15,1500,93,494.0180702009291
moead,MOEA/D,0,16,1600,96,464.36951039390294
moead,MOEA/D,0,17,1700,69,458.0677711219569
moead,MOEA/D,0,18,1800,100,440.34388291544
moead,MOEA/D,0,19,1900,91,441.6390695571527
moead,MOEA/D,0,20,2000,93,441.71568608449536
moead,MOEA/D,0,21,2100,100,439.32708034167547
moead,MOEA/D,0,22,2200,100,440.44782815430915
moead,MOEA/D,0,23,2300,99,444.7107387786138
moead,MOEA/D,0,24,2400,100,444.55273011178934
moead,MOEA/D,0,25,2500,60,444.7467614462113
moead,MOEA/D,0,26,2600,91,444.8272043081558
moead,MOEA/D,0,27,2700,97,444.8339232115876
moead,MOEA/D,0,28,2800,99,432.0456141960194
moead,MOEA/D,0,29,2900,90,432.17820270005456
moead,MOEA/D,0,30,3000,64,430.96903693946086
moead,MOEA/D,0,31,3100,99,431.65608639880736
moead,MOEA/D,0,32,3200,100,431.61472486474776
moead,MOEA/D,0,33,3300,100,430.9338143600475
moead,MOEA/D,0,34,3400,100,430.98550651852446
moead,MOEA/D,0,35,3500,100,435.3859490621542
moead,MOEA/D,0,36,3600,100,435.4653225631448
moead,MOEA/D,0,37,3700,99,435.4567409972273
moead,MOEA/D,0,38,3800,100,434.71330769414567
moead,MOEA/D,0,39,3900,100,434.85388047761927
moead,MOEA/D,0,40,4000,100,434.8553873999423
moead,MOEA/D,1,1,100,13,467.967484780775
moead,MOEA/D,1,2,200,65,446.40635088045553
moead,MOEA/D,1,3,300,82,470.60020320329636
moead,MOEA/D,1,4,400,100,592.4713239526559
moead,MOEA/D,1,5,500,75,465.44770381582003
moead,MOEA/D,1,6,600,82,492.3306363040506
moead,MOEA/D,1,7,700,89,471.96691751389625
moead,MOEA/D,1,8,800,100,427.64567900388045
moead,MOEA/D,1,9,900,97,436.4952168355635
moead,MOEA/D,1,10,1000,100,459.415733044824
moead,MOEA/D,1,11,1100,90,477.45536473318504
moead,MOEA/D,1,12,1200,78,456.06509637954116
moead,MOEA/D,1,13,1300,100,459.81380973592655
moead,MOEA/D,1,14,1400,89,460.2601044302014
moead,MOEA/D,1,15,1500,99,463.5321404251604
moead,MOEA/D,1,16,1600,97,464.67754635261485
moead,MOEA/D,1,17,1700,100,441.7791514667411
moead,MOEA/D,1,18,1800,99,441.42373178652065
moead,MOEA/D,1,19,1900,95,430.9218226524313
moead,MOEA/D,1,20,2000,97,430.90301941277573
moead,MOEA/D,1,21,2100,87,433.91393887676963
moead,MOEA/D,1,22,2200,88,434.6516837522051
moead,MOEA/D,1,23,2300,98,434.6202052512365
moead,MOEA/D,1,24,2400,100,435.13609278752597
moead,MOEA/D,1,25,2500,99,420.0449835080067
moead,MOEA/D,1,26,2600,100,420.3603614327625
moead,MOEA/D,1,27,2700,100,420.91837321123006
moead,MOEA/D,1,28,2800,90,424.03089759945385
moead,MOEA/D,1,29,2900,99,424.3304026510594
moead,MOEA/D,1,30,3000,99,428.2832007054455
moead,MOEA/D,1,31,3100,94,427.4009497810947
moead,MOEA/D,1,32,3200,88,427.3940858347851
moead,MOEA/D,1,33,3300,100,423.76856295705323
moead,MOEA/D,1,34,3400,100,423.795057714965
moead,MOEA/D,1,35,3500,100,423.08058077508394
moead,MOEA/D,1,36,3600,100,423.63580990273454
moead,MOEA/D,1,37,3700,100,423.6416832504904
moead,MOEA/D,1,38,3800,100,423.5340732284208
moead,MOEA/D,1,39,3900,100,423.53421617438727
moead,MOEA/D,1,40,4000,98,423.8627394174681
moead,MOEA/D,2,1,100,12,360.38169353394085
moead,MOEA/D,2,2,200,98,413.3328382918487
moead,MOEA/D,2,3,300,78,453.09134861030674
moead,MOEA/D,2,4,400,98,443.6397211654783
moead,MOEA/D,2,5,500,100,432.79672481366515
moead,MOEA/D,2,6,600,95,428.8579528024589
moead,MOEA/D,2,7,700,78,411.94553414385626
moead,MOEA/D,2,8,800,93,405.9024585590084
moead,MOEA/D,2,9,900,63,406.60431776123545
moead,MOEA/D,2,10,1000,99,404.05634559991086
moead,MOEA/D,2,11,1100,86,402.12313796293483
moead,MOEA/D,2,12,1200,80,405.9814012930871
moead,MOEA/D,2,13,1300,98,408.92452501935
moead,MOEA/D,2,14,1400,60,417.9487146393772
moead,MOEA/D,2,15,1500,91,414.17572392449523
moead,MOEA/D,2,16,1600,54,424.023485902285
moead,MOEA/D,2,17,1700,100,428.98413481274395
moead,MOEA/D,2,18,1800,99,421.0356178614614
moead,MOEA/D,2,19,1900,89,426.0090476010496
moead,MOEA/D,2,20,2000,91,422.25435261098
moead,MOEA/D,2,21,2100,85,423.59972549748994
moead,MOEA/D,2,22,2200,100,422.67317638553635
moead,MOEA/D,2,23,2300,100,421.885579343826
moead,MOEA/D,2,24,2400,100,421.73688481756403
moead,MOEA/D,2,25,2500,100,418.05441504564146
moead,MOEA/D,2,26,2600,100,418.8173566218924
moead,MOEA/D,2,27,2700,92,417.935239604152
moead,MOEA/D,2,28,2800,75,417.9445539592762
moead,MOEA/D,2,29,2900,100,418.6334423654287
moead,MOEA/D,2,30,3000,100,418.56128724115314
moead,MOEA/D,2,31,3100,100,418.55982714028323
moead,MOEA/D,2,32,3200,100,418.6225971500646
moead,MOEA/D,2,33,3300,100,416.5465008084568
moead,MOEA/D,2,34,3400,100,416.5494008760109
moead,MOEA/D,2,35,3500,100,416.5593758438
moead,MOEA/D,2,36,3600,100,416.55490210647423
moead,MOEA/D,2,37,3700,89,416.5662146976239
moead,MOEA/D,2,38,3800,96,415.88944814885906
moead,MOEA/D,2,39,3900,100,417.3805120382702
moead,MOEA/D,2,40,4000,99,418.0694630839511
moead,MOEA/D,3,1,100,7,418.97301441035677
moead,MOEA/D,3,2,200,100,352.63816497324206
moead,MOEA/D,3,3,300,99,461.1710524612492
moead,MOEA/D,3,4,400,100,486.6652283358148
moead,MOEA/D,3,5,500,96,492.91505893538215
moead,MOEA/D,3,6,600,97,466.6675604344361
moead,MOEA/D,3,7,700,100,457.3300691755587
moead,MOEA/D,3,8,800,99,454.7156770447406
moead,MOEA/D,3,9,900,95,443.39856829497813
moead,MOEA/D,3,10,1000,100,446.375308990049
moead,MOEA/D,3,11,1100,98,436.6452839241931
moead,MOEA/D,3,12,1200,99,442.1166730343883
moead,MOEA/D,3,13,1300,82,439.22187234323815
moead,MOEA/D,3,14,1400,100,438.8492870102487
moead,MOEA/D,3,15,1500,90,438.66960053064304
moead,MOEA/D,3,16,1600,100,427.46882931326445
moead,MOEA/D,3,17,1700,100,434.09875795810154
moead,MOEA/D,3,18,1800,79,434.46299598381097
moead,MOEA/D,3,19,1900,90,432.1365605263846
moead,MOEA/D,3,20,2000,94,435.42844076874906
moead,MOEA/D,3,21,2100,99,436.6062382391426
moead,MOEA/D,3,22,2200,93,436.33626890573134
moead,MOEA/D,3,23,2300,99,437.4293797368745
moead,MOEA/D,3,24,2400,99,435.7163050981817
moead,MOEA/D,3,25,2500,96,434.6133333236297
moead,MOEA/D,3,26,2600,99,434.01991576353043
moead,MOEA/D,3,27,2700,99,434.4705499881662
moead,MOEA/D,3,28,2800,100,436.1251493757072
moead,MOEA/D,3,29,2900,100,436.07599008819676
moead,MOEA/D,3,30,3000,100,436.0782816402999
moead,MOEA/D,3,31,3100,100,436.0743547114491
moead,MOEA/D,3,32,3200,100,436.0639212529942
moead,MOEA/D,3,33,3300,100,436.0675523940024
moead,MOEA/D,3,34,3400,100,436.21366204100923
moead,MOEA/D,3,35,3500,100,436.2442472749278
moead,MOEA/D,3,36,3600,100,436.23844208897304
moead,MOEA/D,3,37,3700,100,436.39286432427633
moead,MOEA/D,3,38,3800,100,436.3876390710233
moead,MOEA/D,3,39,3900,100,436.3887304922335
moead,MOEA/D,3,40,4000,100,436.38904271344296
moead,MOEA/D,4,1,100,10,538.1104069214363
moead,MOEA/D,4,2,200,99,693.395717528605
moead,MOEA/D,4,3,300,82,742.3600850415025
moead,MOEA/D,4,4,400,97,722.7932048570549
moead,MOEA/D,4,5,500,97,752.1054299179157
moead,MOEA/D,4,6,600,99,771.6830972192427
moead,MOEA/D,4,7,700,79,695.5534654213249
moead,MOEA/D,4,8,800,97,710.1092417166903
moead,MOEA/D,4,9,900,88,553.237821490994
moead,MOEA/D,4,10,1000,85,578.2654960956174
moead,MOEA/D,4,11,1100,82,555.9317603777032
moead,MOEA/D,4,12,1200,67,560.8469827429246
moead,MOEA/D,4,13,1300,96,493.932719536601
moead,MOEA/D,4,14,1400,90,465.9292611515685
moead,MOEA/D,4,15,1500,92,458.20846006226134
moead,MOEA/D,4,16,1600,100,471.7225144989121
moead,MOEA/D,4,17,1700,100,475.1315444786019
moead,MOEA/D,4,18,1800,98,470.35311903724113
moead,MOEA/D,4,19,1900,92,462.86779553210454
moead,MOEA/D,4,20,2000,100,463.57663686351447
moead,MOEA/D,4,21,2100,99,461.97201229566474
moead,MOEA/D,4,22,2200,97,462.20123648988
moead,MOEA/D,4,23,2300,98,437.3356589522087
moead,MOEA/D,4,24,2400,100,437.1891072730668
moead,MOEA/D,4,25,2500,100,439.8594560369299
moead,MOEA/D,4,26,2600,98,433.5369328764462
moead,MOEA/D,4,27,2700,90,434.3820613892992
moead,MOEA/D,4,28,2800,96,433.7397971661795
moead,MOEA/D,4,29,2900,99,434.24365793962255
moead,MOEA/D,4,30,3000,100,434.10506835192916
moead,MOEA/D,4,31,3100,100,434.6109709996703
moead,MOEA/D,4,32,3200,100,434.8387605843422
moead,MOEA/D,4,33,3300,100,434.8464043416437
moead,MOEA/D,4,34,3400,98,434.83773577101397
moead,MOEA/D,4,35,3500,99,434.8378135699658
moead,MOEA/D,4,36,3600,100,434.8406905159616
moead,MOEA/D,4,37,3700,100,434.5606257467892
moead,MOEA/D,4,38,3800,99,434.56604486116714
moead,MOEA/D,4,39,3900,95,434.5656342608965
moead,MOEA/D,4,40,4000,95,434.55597031123153
moead,MOEA/D,5,1,100,7,446.67090578919294
moead,MOEA/D,5,2,200,93,389.83289788354426
moead,MOEA/D,5,3,300,41,412.2129431686877
moead,MOEA/D,5,4,400,85,420.4969448327136
moead,MOEA/D,5,5,500,92,455.5891714829754
moead,MOEA/D,5,6,600,75,526.9577631463516
moead,MOEA/D,5,7,700,89,547.794530336904
moead,MOEA/D,5,8,800,94,482.77558463303245
moead,MOEA/D,5,9,900,100,478.3053393166816
moead,MOEA/D,5,10,1000,97,491.6744216460977
moead,MOEA/D,5,11,1100,99,471.5414391092086
moead,MOEA/D,5,12,1200,97,470.27958891987817
moead,MOEA/D,5,13,1300,99,472.0036746731309
moead,MOEA/D,5,14,1400,94,472.57847150022764
moead,MOEA/D,5,15,1500,95,481.8364599625726
moead,MOEA/D,5,16,1600,97,486.2875074137178
moead,MOEA/D,5,17,1700,100,463.7664920135489
moead,MOEA/D,5,18,1800,74,446.7183886097208
moead,MOEA/D,5,19,1900,100,437.49253279789446
moead,MOEA/D,5,20,2000,86,437.54222590031503
moead,MOEA/D,5,21,2100,92,435.952399287731
moead,MOEA/D,5,22,2200,97,438.44094560846224
moead,MOEA/D,5,23,2300,97,438.96620140710826
moead,MOEA/D,5,24,2400,84,439.50164666123595
moead,MOEA/D,5,25,2500,94,439.5155686102611
moead,MOEA/D,5,26,2600,84,441.09083932861597
moead,MOEA/D,5,27,2700,88,441.09484140589524
moead,MOEA/D,5,28,2800,100,441.3176290003495
moead,MOEA/D,5,29,2900,94,441.3170105322676
moead,MOEA/D,5,30,3000,97,441.41363081869343
moead,MOEA/D,5,31,3100,97,435.0581328552424
moead,MOEA/D,5,32,3200,100,435.0528979658108
moead,MOEA/D,5,33,3300,92,435.292161705767
moead,MOEA/D,5,34,3400,95,435.2927713309018
moead,MOEA/D,5,35,3500,100,435.2859485837109
moead,MOEA/D,5,36,3600,100,435.27699740869883
moead,MOEA/D,5,37,3700,99,435.12391031447004
moead,MOEA/D,5,38,3800,99,435.124542029876
moead,MOEA/D,5,39,3900,100,435.1251524831182
moead,MOEA/D,5,40,4000,99,435.70011829219385
moead,MOEA/D,6,1,100,12,489.32697134847774
moead,MOEA/D,6,2,200,66,691.2870620602824
moead,MOEA/D,6,3,300,96,992.7506799650662
moead,MOEA/D,6,4,400,59,1016.1773746579627
moead,MOEA/D,6,5,500,98,1153.070337399543
moead,MOEA/D,6,6,600,82,1089.7914553368112
moead,MOEA/D,6,7,700,94,1134.3562781041644
moead,MOEA/D,6,8,800,96,1107.7400815340386
moead,MOEA/D,6,9,900,97,1095.7176300941871
moead,MOEA/D,6,10,1000,95,1157.6188658299652
moead,MOEA/D,6,11,1100,69,755.795929155609
moead,MOEA/D,6,12,1200,94,806.6351513281388
moead,MOEA/D,6,13,1300,76,825.320559646595
moead,MOEA/D,6,14,1400,95,615.3042849517273
moead,MOEA/D,6,15,1500,94,588.4876380816952
moead,MOEA/D,6,16,1600,100,593.4021969511746
moead,MOEA/D,6,17,1700,95,582.7108871763248
moead,MOEA/D,6,18,1800,84,537.4846107919019
moead,MOEA/D,6,19,1900,100,489.10662509298925
moead,MOEA/D,6,20,2000,98,464.1839873414207
moead,MOEA/D,6,21,2100,95,465.1042032696949
moead,MOEA/D,6,22,2200,76,466.9634978427284
moead,MOEA/D,6,23,2300,96,467.3663265108782
moead,MOEA/D,6,24,2400,97,465.62457222701676
moead,MOEA/D,6,25,2500,99,464.8563401769609
moead,MOEA/D,6,26,2600,85,466.11105150842536
moead,MOEA/D,6,27,2700,99,459.4669274068911
moead,MOEA/D,6,28,2800,100,459.3556891424441
moead,MOEA/D,6,29,2900,99,454.3031756191224
moead,MOEA/D,6,30,3000,100,449.25075314434076
moead,MOEA/D,6,31,3100,100,433.43145288133417
moead,MOEA/D,6,32,3200,99,424.77837310281126
moead,MOEA/D,6,33,3300,98,421.34943250132943
moead,MOEA/D,6,34,3400,94,422.5088239113465
moead,MOEA/D,6,35,3500,98,421.14808316122725
moead,MOEA/D,6,36,3600,100,420.39980107083846
moead,MOEA/D,6,37,3700,99,420.0154027760872
moead,MOEA/D,6,38,3800,100,419.71386229044737
moead,MOEA/D,6,39,3900,100,420.8169271919675
moead,MOEA/D,6,40,4000,99,422.2963223466253
de,Differential evolution,0,1,201,1,526.2118834818683
de,Differential evolution,0,2,403,2,739.8416529579968
de,Differential evolution,0,3,606,3,753.2568451771785
de,Differential evolution,0,4,810,4,820.619963275801
de,Differential evolution,0,5,1015,5,823.2117496301166
de,Differential evolution,0,6,1221,6,869.2168888846147
de,Differential evolution,0,7,1428,7,877.8178225267827
de,Differential evolution,0,8,1636,7,881.9369353918688
de,Differential evolution,0,9,1845,8,901.9518978179922
de,Differential evolution,0,10,2055,8,901.9518978179922
de,Differential evolution,0,11,2266,9,905.1684304113253
de,Differential evolution,0,12,2478,10,905.1721356526959
de,Differential evolution,0,13,2691,10,905.4032951107349
de,Differential evolution,0,14,2905,10,905.4032951107349
de,Differential evolution,0,15,3120,11,905.6380888945305
de,Differential evolution,0,16,3336,12,905.6742563529108
de,Differential evolution,1,1,201,1,219.64165316061414
de,Differential evolution,1,2,403,2,410.8474655656105
de,Differential evolution,1,3,606,3,414.9971076824726
de,Differential evolution,1,4,810,4,508.72795905750365
de,Differential evolution,1,5,1015,5,529.4846234249413
de,Differential evolution,1,6,1221,6,661.6691330321446
de,Differential evolution,1,7,1428,7,661.9912095969578
de,Differential evolution,1,8,1636,8,663.9390558370628
de,Differential evolution,1,9,1845,9,668.4252862165627
de,Differential evolution,1,10,2055,10,671.4936040153129
de,Differential evolution,1,11,2266,11,671.4985263830719
de,Differential evolution,1,12,2478,12,749.5021703898127
de,Differential evolution,1,13,2691,13,751.8096945603697
de,Differential evolution,1,14,2905,14,752.5154986717473
de,Differential evolution,1,15,3120,15,757.0407288655642
de,Differential evolution,1,16,3336,16,790.5994863108282
de,Differential evolution,2,1,201,1,282.35956911553296
de,Differential evolution,2,2,403,2,523.8816090514501
de,Differential evolution,2,3,606,3,527.6320434398549
de,Differential evolution,2,4,810,4,606.6496746881301
de,Differential evolution,2,5,1015,5,632.785481033395
de,Differential evolution,2,6,1221,5,642.267963107347
de,Differential evolution,2,7,1428,6,642.4568196352691
de,Differential evolution,2,8,1636,7,645.9342838524448
de,Differential evolution,2,9,1845,8,1087.1751560719363
de,Differential evolution,2,10,2055,8,1089.4625353154026
de,Differential evolution,2,11,2266,9,1095.0758237085458
de,Differential evolution,2,12,2478,10,1097.7508814727441
de,Differential evolution,2,13,2691,11,1097.861172497021
de,Differential evolution,2,14,2905,12,1098.2034892956594
de,Differential evolution,2,15,3120,10,1106.0876256280203
de,Differential evolution,2,16,3336,11,1106.8736669561795
de,Differential evolution,3,1,201,1,340.51767096874624
de,Differential evolution,3,2,403,2,346.4440917035229
de,Differential evolution,3,3,606,3,380.10781157606823
de,Differential evolution,3,4,810,4,627.4806858909408
de,Differential evolution,3,5,1015,5,627.9620449785483
de,Differential evolution,3,6,1221,6,645.2093070801515
de,Differential evolution,3,7,1428,7,645.3284413659459
de,Differential evolution,3,8,1636,8,650.4228496396166
de,Differential evolution,3,9,1845,9,724.3006196385256
de,Differential evolution,3,10,2055,10,731.7565625350499
de,Differential evolution,3,11,2266,10,731.7565625350499
de,Differential evolution,3,12,2478,11,732.8596835989896
de,Differential evolution,3,13,2691,11,732.8596835989896
de,Differential evolution,3,14,2905,12,733.5338464742015
de,Differential evolution,3,15,3120,12,733.5338464742015
de,Differential evolution,3,16,3336,12,733.5338464742015
de,Differential evolution,4,1,201,1,224.50899122987173
de,Differential evolution,4,2,403,2,625.8792404895514
de,Differential evolution,4,3,606,3,630.0791685415295
de,Differential evolution,4,4,810,3,792.4187952720148
de,Differential evolution,4,5,1015,4,809.7139190712943
de,Differential evolution,4,6,1221,5,912.742880149081
de,Differential evolution,4,7,1428,6,915.9122321421708
de,Differential evolution,4,8,1636,7,918.0158572792925
de,Differential evolution,4,9,1845,7,1154.0584190527788
de,Differential evolution,4,10,2055,8,1154.3235001493254
de,Differential evolution,4,11,2266,8,1154.3235001493254
de,Differential evolution,4,12,2478,9,1155.1929067471199
de,Differential evolution,4,13,2691,10,1162.776286382091
de,Differential evolution,4,14,2905,10,1165.1713278855232
de,Differential evolution,4,15,3120,11,1168.170595689064
de,Differential evolution,4,16,3336,11,1168.170595689064
de,Differential evolution,5,1,201,1,629.9148050868014
de,Differential evolution,5,2,403,2,828.4218891452676
de,Differential evolution,5,3,606,3,853.6816745881443
de,Differential evolution,5,4,810,4,853.9538948840491
de,Differential evolution,5,5,1015,5,863.339088703023
de,Differential evolution,5,6,1221,5,1033.086734736091
de,Differential evolution,5,7,1428,6,1034.4104373271848
de,Differential evolution,5,8,1636,7,1035.262016413495
de,Differential evolution,5,9,1845,8,1038.0003117686801
de,Differential evolution,5,10,2055,9,1039.5647242962982
de,Differential evolution,5,11,2266,10,1046.2906899626068
de,Differential evolution,5,12,2478,11,1046.745441445265
de,Differential evolution,5,13,2691,11,1047.3644943085737
de,Differential evolution,5,14,2905,12,1050.2712758053
de,Differential evolution,5,15,3120,12,1050.2712758053
de,Differential evolution,5,16,3336,13,1052.7201386477122
de,Differential evolution,6,1,201,1,338.04384810162196
de,Differential evolution,6,2,403,2,614.5067831922146
de,Differential evolution,6,3,606,3,625.963570608756
de,Differential evolution,6,4,810,4,723.8953173631746
de,Differential evolution,6,5,1015,5,760.178134874022
de,Differential evolution,6,6,1221,6,782.619982306192
de,Differential evolution,6,7,1428,7,805.1214517915732
de,Differential evolution,6,8,1636,8,805.3110759954689
de,Differential evolution,6,9,1845,9,816.2993820771899
de,Differential evolution,6,10,2055,10,817.0634195474993
de,Differential evolution,6,11,2266,11,844.325578361611
de,Differential evolution,6,12,2478,12,890.1820499117202
de,Differential evolution,6,13,2691,13,890.3098705749032
de,Differential evolution,6,14,2905,14,890.6250933787724
de,Differential evolution,6,15,3120,14,890.6250933787724
de,Differential evolution,6,16,3336,15,896.1042410988364
pso,Particle-swarm optimisation,0,1,201,1,345.8708105458157
pso,Particle-swarm optimisation,0,2,403,2,480.5164548973604
pso,Particle-swarm optimisation,0,3,606,3,490.35287003837493
pso,Particle-swarm optimisation,0,4,810,4,491.11725237923633
pso,Particle-swarm optimisation,0,5,1015,5,508.96727419116894
pso,Particle-swarm optimisation,0,6,1221,6,512.2004194894644
pso,Particle-swarm optimisation,0,7,1428,7,512.9211867245465
pso,Particle-swarm optimisation,0,8,1636,8,515.9152203179758
pso,Particle-swarm optimisation,0,9,1845,9,534.1076969858494
pso,Particle-swarm optimisation,0,10,2055,10,535.0264149552364
pso,Particle-swarm optimisation,0,11,2266,11,711.1249379207454
pso,Particle-swarm optimisation,0,12,2478,12,727.274058077255
pso,Particle-swarm optimisation,0,13,2691,12,727.274058077255
pso,Particle-swarm optimisation,0,14,2905,12,727.274058077255
pso,Particle-swarm optimisation,0,15,3120,13,728.7495903903382
pso,Particle-swarm optimisation,0,16,3336,13,728.7495903903382
pso,Particle-swarm optimisation,1,1,201,1,514.3742127576105
pso,Particle-swarm optimisation,1,2,403,2,554.8373173468856
pso,Particle-swarm optimisation,1,3,606,3,575.9361729433142
pso,Particle-swarm optimisation,1,4,810,4,591.099058594764
pso,Particle-swarm optimisation,1,5,1015,5,623.2913519289067
pso,Particle-swarm optimisation,1,6,1221,6,1007.4705265837285
pso,Particle-swarm optimisation,1,7,1428,7,1009.5226448179458
pso,Particle-swarm optimisation,1,8,1636,7,1009.5226448179458
pso,Particle-swarm optimisation,1,9,1845,8,1015.1704292307693
pso,Particle-swarm optimisation,1,10,2055,9,1021.3393141279716
pso,Particle-swarm optimisation,1,11,2266,10,1041.9053653309643
pso,Particle-swarm optimisation,1,12,2478,10,1041.9053653309643
pso,Particle-swarm optimisation,1,13,2691,11,1043.449040291201
pso,Particle-swarm optimisation,1,14,2905,12,1043.5897849494131
pso,Particle-swarm optimisation,1,15,3120,13,1046.856795125476
pso,Particle-swarm optimisation,1,16,3336,14,1047.153202243825
