-1.165283191023086973e-04,5.176066806076456972e-01,2.060709420687517390e+00,-1.575114471160655967e+02
-5.323405042332392170e-04,1.846174366615291973e+01,5.267240249685062325e-01,-7.762894232381692916e+01
-3.395055501211204606e-03,2.994413508040722505e+01,1.411554000297964961e+00,-1.472306625261491035e+02
-6.179819315636847846e-04,2.317821169101093037e-01,1.120562060780503266e+01,-2.206891379166861782e+02
-4.027451892054036576e-04,1.155894230692565650e+01,3.644703707132120329e-01,-8.915488734507734137e+01
-2.280857651162646743e-02,4.080261967082192243e+00,1.675300323953674209e+01,-2.159401130546792729e+02
-1.598284723122981102e-02,1.081581969131092613e+00,1.449179568324154843e+01,-2.546982327970883659e+02
-2.262577229615343744e-02,2.898571140188741957e+00,1.146585597653870892e+01,-2.595444123634050015e+02
-3.575257871077339687e-03,2.240863505958207469e+01,1.532182130587708357e+00,-1.337525672068582310e+02
-3.034942047848608430e-03,1.940292808014566006e+01,1.403499553262414157e+00,-1.567884050358043169e+02
-3.866549811116728845e-03,1.239729393546915759e+01,1.852370833951558993e+00,-1.400029306347439615e+02
-1.530586717903191334e-03,1.341335298351912009e+01,9.566689074761964839e-01,-1.141626669696139231e+02
-6.094287554059385492e-03,7.016557952150653144e+00,2.844578656687138718e+00,-1.417469430741308258e+02
-1.058287130289508986e-03,2.724039385676244507e+01,6.707664049817891883e-01,-9.217162187146949748e+01
-1.131565007688740965e-02,2.853680635581921621e+01,3.799454094165255036e+00,-1.738442886468880033e+02
-6.389796076713342814e-04,4.661753070394397902e+00,5.528334888758109633e-01,-1.078789480171013082e+02
-1.400014815777123143e-03,2.456127215924717433e+01,7.591289781234468181e-01,-9.620079386433722846e+01
-1.703254490118126865e-02,3.994994804416628575e+00,7.172213547599714190e+00,-2.345599079438410968e+02
-1.258164687128288496e-03,2.700339637813409155e+01,7.263795659725049703e-01,-1.008940816292583946e+02
-1.215353764926017889e-03,2.296229093288647505e+01,7.211790916616175329e-01,-9.863844551549374273e+01
-9.824653351751240146e-03,2.663439897368965603e+01,3.335744646149696901e+00,-1.807813925806327120e+02
-2.172034752861246032e-02,3.141273503533383860e+00,1.091637088551926027e+01,-2.565464668626662501e+02
-1.782506470399896834e-02,3.760858590469150720e+00,8.408405589523281876e+00,-2.612211529402250676e+02
-3.452027988816708075e-03,1.409067550926521584e+01,1.785929278303093559e+00,-1.181356852130159325e+02
-1.469036001638645943e-02,7.880454483279708100e+00,5.637022467546680460e+00,-2.203176058829006365e+02
-8.307444303566760904e-03,9.162437741671181968e+00,2.956318020074650388e+00,-2.013807335972702504e+02
-1.277469601432041670e-02,2.348307411892768926e+01,4.190364788177666888e+00,-1.800508881875533689e+02
-1.379229847993683998e-02,6.134114209458518374e+00,6.619308017342226513e+00,-2.349642174941104145e+02
-5.918372023220332644e-03,1.469084859117120345e+01,2.622146163723773071e+00,-1.937271994720631483e+02
-2.031948668088927323e-02,2.700102142042105413e+00,1.286480061282958864e+01,-2.593698290770354902e+02
-9.541198190592322173e-03,2.790469130723383273e+01,3.247268069864964080e+00,-1.773326810324065548e+02
-1.098700954847722962e-02,2.441488892836101599e+01,3.765641237119872642e+00,-1.766293571936080298e+02
-5.123622772314509639e-03,1.543170802248770102e+01,1.978509422708097265e+00,-1.803313219025620810e+02
-1.184022074003284949e-02,1.419599478395049630e+01,4.638030570300636590e+00,-1.948087606019477107e+02
-7.819501012972265158e-03,1.692239915365778558e+01,2.434368794401454483e+00,-1.731665182718455185e+02
-1.047799797392072463e-02,9.202876767955933346e+00,4.510469551778704123e+00,-2.026736638050966803e+02
-1.351229502535966458e-02,1.643258071751930505e+00,7.643680196251914083e+00,-2.380960516911990226e+02
-3.660428931659510682e-03,1.931054883605435180e+01,1.536983281682549718e+00,-1.492104274447494845e+02
-1.506029014184566590e-02,6.592934710710992796e+00,6.242051192449984853e+00,-2.182987873622854522e+02
-4.021728639172746436e-04,1.154100309097463395e+01,3.650470802660805703e-01,-8.918636891692780466e+01
-1.391915674237403054e-02,8.293747390291605015e+00,5.774139621237627473e+00,-2.205541065186243941e+02
-1.136042338931255585e-02,9.852379816940299406e+00,5.073913846109395109e+00,-2.179182337845047073e+02
-1.259829023478073289e-02,1.359917176482216217e+00,8.205547608229865730e+00,-2.263268196004563890e+02
-1.173348965924169048e-02,1.346247425422008037e+00,7.363417745201786602e+00,-2.003162337938527173e+02
-7.265814573503003547e-03,1.261421246451090994e+01,2.581084076279441586e+00,-1.851910173059422107e+02
-6.347799343516808204e-03,1.191459680845578717e+01,2.023224814822753181e+00,-1.837445016503704380e+02
-6.694805257547649727e-03,1.576097885780665742e+01,2.073028889745836434e+00,-1.629022733076245117e+02
-4.484313734416292725e-03,1.741133051733835302e+01,1.750183436793301128e+00,-1.694417426244768308e+02
-3.071383221455697976e-03,1.995382016520830248e+01,1.415050916064139130e+00,-1.483625522979898506e+02
-1.165073908053760113e-02,9.391231895481011449e+00,4.840827347388526825e+00,-2.134003392646364432e+02
-1.008974621267977843e-02,2.509758998790808704e+01,3.397231360248506693e+00,-1.860400032093502318e+02
-9.015586899457672318e-03,1.864468198112980701e+01,3.598911210704856867e+00,-1.916306420247739197e+02
-1.527671734130274690e-02,1.325357000658540674e+00,7.756615349065213216e+00,-2.087505723871038867e+02
-1.296194535273855787e-02,6.020416344636323913e+00,5.409259550408901163e+00,-2.157701683251531790e+02
-9.225454638468372909e-03,2.545461422818350883e+01,3.156781423008751641e+00,-1.830207239422508110e+02
-8.798386422338658891e-03,1.789118276310198041e+01,3.383770051685962788e+00,-1.601401658362399303e+02
-1.331676983632857671e-02,8.775661290263242265e+00,5.610907533529697844e+00,-2.161936760125380488e+02
-5.506809983629622728e-03,7.820952078283422537e+00,2.345693664782303234e+00,-1.967596482407232941e+02
-9.190783142142123704e-03,2.134294120554108076e+01,3.258527589541693636e+00,-1.754385730063735878e+02
-1.741268874702241176e-02,3.385080872870035229e+00,1.143884817207134041e+01,-2.632275524817661676e+02
-2.094996816620696423e-02,2.780207187149176917e+00,1.360880562972640817e+01,-2.626072817359767555e+02
-8.611848714402653426e-03,7.491769328247992910e+00,3.454063519624174017e+00,-1.932988718803446773e+02
-6.174110497783324991e-03,5.170243143855983270e+00,3.275463060974863172e+00,-2.137762172927256188e+02
-3.976974419289457628e-03,1.009158706034431674e+01,1.908660681007552151e+00,-1.482489411105347017e+02
-8.561954967247134909e-03,5.582779934972280422e+00,3.384764558308897442e+00,-1.872702632382898855e+02
-4.722922116622622207e-03,4.979161720319615902e+00,2.390645584484785147e+00,-1.651159964208939073e+02
-4.653131011717584389e-04,1.155807033233003800e+01,3.980088986654241601e-01,-9.476531549626929518e+01
-4.789254050805797562e-04,1.995377244801382344e-01,8.790404300555149320e+00,-2.258286257846682190e+02
-5.829833757519905721e-03,1.376525295636946922e+00,1.482141893974269919e+01,-2.609412577849598165e+02
-1.512378351082701959e-02,1.904994771039113077e+00,7.464318768319726516e+00,-2.223358582665030667e+02
-1.460239890731408058e-02,2.493016953062177521e+01,4.991546499196466868e+00,-1.920833007186142822e+02
-4.274364374465130893e-03,2.060994976077013519e+01,1.648582277181144473e+00,-1.485884282592013221e+02
-5.478876988759450763e-03,2.623329659691092530e+01,1.762998890119942486e+00,-1.776581425332094000e+02
-4.492551234298743611e-03,1.568438436061655139e+01,1.751362773978189624e+00,-1.735354609804248298e+02
-1.620339292953382887e-02,2.239948999975584165e+00,7.127137193508317203e+00,-2.107338757685703854e+02
-6.407230654528885821e-03,1.080511637373170686e+01,2.353939110235604648e+00,-1.820421887761451671e+02
-1.892345896902647776e-02,3.509226187521106155e+00,9.515500695600321635e+00,-2.633956709089753758e+02
-8.921487734978219425e-03,9.347654498269435397e-01,1.129626739005111169e+01,-2.565277872155938326e+02
-6.596991484366191436e-04,2.619033257149059324e+00,6.760367328660924491e-01,-1.124179160829260695e+02
-1.089485800149391989e-02,2.136935048419820760e+01,3.458071149890676654e+00,-1.941138326468465891e+02
-9.537461552390444700e-03,1.756933540077519496e+01,3.642848106652405882e+00,-1.992384323749662940e+02
-1.481529117260261923e-03,1.041739692642622117e+01,9.902775491349362635e-01,-1.209204688939346113e+02
-1.719750594407991329e-02,4.679211328486432286e+00,8.110941907683756114e+00,-2.473360348009686902e+02
-3.662966543896247189e-03,2.302709653113070587e+01,1.456450637455318553e+00,-1.553810043048336524e+02
-1.576926891667099293e-03,2.001085522476419598e+01,9.281580425178601601e-01,-1.294756039706652473e+02
-2.753188364399616981e-03,5.343298449507151160e-01,1.018922956306760064e+01,-2.465277882624604047e+02
-8.637883310389551580e-03,1.818857831491143173e+01,3.363181707200242343e+00,-1.946087601016813835e+02
-1.340703441536959632e-02,1.529440513419709369e+01,4.810494008619973449e+00,-1.996963799243762310e+02
-4.190673027898752763e-04,2.392898100477541590e+00,7.560805360745533887e-01,-9.198088759016626170e+01
-7.711526275602902276e-03,1.472973426351702031e+01,2.443626495102979135e+00,-1.775401135679253457e+02
-3.069802361935342755e-03,6.531413248229924751e-01,5.423233038425339103e+00,-2.494052182384751575e+02
-1.757433277558579851e-02,2.204422019910863284e+00,8.775872573574947211e+00,-2.446736990945268246e+02
-7.410718156149414745e-03,1.477662240641528291e+00,6.238167175834115064e+00,-2.428446087731147145e+02
-1.256548288654021558e-02,1.215389742993023070e+01,4.675563252094393718e+00,-1.725342710816518093e+02
-2.071815582334724079e-04,2.370696217478957202e+00,9.732517051378839490e-01,-1.113598628178292529e+02
-6.020160282208399972e-03,2.964838384168512775e+01,1.907119796446086868e+00,-1.763903289752313412e+02
-5.310344126539679604e-04,9.453349765243316938e+00,5.228010344085461947e-01,-1.351396942114334081e+02
-8.215537665138756759e-03,1.616026620057598961e+01,2.792293943478281193e+00,-1.744327136354554000e+02
-2.873803555183702800e-04,3.389478459962383283e+00,8.469262086501142539e-01,-1.247858933647696631e+02
-1.781325148594362561e-03,1.984060977021116656e+01,9.486948064770986955e-01,-1.292677321888636754e+02
-2.680564402699970022e-03,1.890775201367396363e+01,1.185330050138301949e+00,-1.695763525138342800e+02
-1.599983766178562569e-02,5.890392177400812557e+00,6.995174765921817972e+00,-2.296715319086197269e+02
-1.306083536150275115e-02,2.829244481532189326e+01,4.161158437910133401e+00,-1.861637459959597436e+02
-3.674448938033545234e-03,2.385462443632017937e+01,1.452187054813854017e+00,-1.558420222551936831e+02
-8.753932671047449238e-03,1.656368893817109011e+01,3.241314752386227571e+00,-1.838204971760537205e+02
-1.639370093708230822e-02,1.546210458723624948e+00,1.274002969437944266e+01,-2.594552390766073131e+02
-1.933011120095708135e-02,3.531287297451388696e+00,1.215219062628347402e+01,-2.644382649861078676e+02
-3.649610925914803777e-03,1.668003675312303358e+01,1.553311331637729609e+00,-1.576763220811330655e+02
-2.070818392852803117e-03,2.186546026752549921e+01,9.770686251277184153e-01,-1.642036761662910180e+02
-1.710391612144109008e-02,3.793345010489447944e+00,7.810429352793523350e+00,-2.397047792539803481e+02
-1.401131728550559716e-02,7.044879287959940228e+00,5.657063230170185086e+00,-2.034704672261322003e+02
-1.664235078795488557e-02,2.135035765537762309e+00,1.325940892379596825e+01,-2.617241156843390968e+02
-9.922598241579155473e-03,2.937149387707393799e+01,3.269422137070420842e+00,-1.951354838617990879e+02
-1.325367255145561488e-02,2.417886686635301174e+01,4.594593226816418685e+00,-1.891891166730341638e+02
-1.127195801657759726e-02,2.737287050340730588e+01,3.717920345612792055e+00,-1.815410676199165891e+02
-1.589708077369074435e-02,3.755890590643748972e+00,7.393812494467619345e+00,-2.437909596004632533e+02
-1.074424541384274255e-02,2.005997445872660379e+00,5.855702305245771733e+00,-2.451889712300940971e+02
-1.195631400301033764e-02,2.894133464655034516e+01,4.450345020894395098e+00,-1.928913551954648256e+02
-3.558764903651911939e-04,2.598397950093735531e+00,7.670439049480772820e-01,-9.716256970992172626e+01
-3.324426492098446310e-03,1.232683494741738217e+00,3.829439252151849882e+00,-2.435574709632956285e+02
-1.272802034428715569e-02,2.693268631696850690e+01,4.005948317988655916e+00,-1.860702011794398345e+02
-1.963641342461788786e-02,2.195822575968105816e+00,1.098017533254895106e+01,-2.279973906980210927e+02
-1.658964768972169199e-02,8.894511028792770446e+00,6.534004984695580553e+00,-2.170092428619726093e+02
-1.796563208073962553e-02,1.661576947454120434e+00,1.319453029537411481e+01,-2.578396473258413835e+02
-6.181374199031072336e-04,7.980080436606399985e+00,6.316042740621878870e-01,-1.422474541952674372e+02
-9.868315364658587080e-03,1.694555211569757702e+01,3.768035618588787994e+00,-1.974509727263312300e+02
-5.664732762535307914e-03,1.938144760734955341e+01,1.816905134107464015e+00,-1.785358030307972399e+02
-2.430098352874974360e-03,2.475098472366865465e+01,1.054979196687131804e+00,-1.632238648296834072e+02
-2.694327727938353092e-03,2.457412428505872271e+01,1.315779595923689760e+00,-1.656998760249634870e+02
-1.196730347670409145e-02,2.683370047347285237e+01,3.928637233221121239e+00,-1.839796728890361805e+02
-1.541408597203978645e-02,5.751009742802842162e+00,6.836726206532211414e+00,-2.287821102538100604e+02
-2.066144831818999758e-03,2.784567755542147438e+01,9.304908956078463689e-01,-1.613873935880434374e+02
-4.197347546636285209e-04,2.257836828466498469e-01,8.874832542451690287e+00,-2.324196535122043485e+02
-1.946419922138312858e-02,3.869595358804455820e+00,1.161538395288474135e+01,-2.648562539861978280e+02
-1.245336349245490352e-02,2.285478586070484397e+01,4.111610063971393281e+00,-1.867641723799278282e+02
-4.008930618434926492e-03,2.884159280105919265e+00,1.193938282494589664e+01,-2.669147595656611429e+02
-2.337013926175869648e-04,3.985843468223403185e+00,5.345433766089000560e-01,-9.617890983089414192e+01
-8.871763482685131406e-04,2.572169435876547894e-01,4.194107773754793378e+00,-1.913352498297051625e+02
-1.902385660674676265e-02,1.953527892263263288e+00,1.063970228083027969e+01,-2.482158679008507534e+02
-3.096387625418629786e-04,6.487750633994330940e+00,4.357231712435901128e-01,-9.035654529618933850e+01
-2.672144859241020560e-04,2.942609723690008394e+00,6.105973643303238552e-01,-8.837639294742849927e+01
-1.289868171069336392e-02,1.303269840915902034e+00,9.394248248591440031e+00,-2.414187843314137467e+02
-1.752539015346922090e-03,1.107330072560664114e+01,1.103572521894920611e+00,-1.520088515154932338e+02
-1.092950542801286425e-03,1.248785054282274665e+01,7.679633752017300807e-01,-1.662371532505576113e+02
-3.680966055187840334e-03,2.317431089127072141e+01,1.404644595451077560e+00,-1.004237204151821317e+02
-3.597987126391693526e-03,1.498553801128447560e+01,1.907232805115604224e+00,-1.409270567926739943e+02
-3.159373428599232102e-03,8.760983363412215397e+00,1.942732644925397656e+00,-1.174040188153714581e+02
-5.703516201540279312e-04,6.753370734747132786e-01,1.356390339918147614e+00,-1.367703191546326025e+02
-1.398381140860418398e-02,2.955181935729074283e+00,6.460183714642408148e+00,-2.034886175078126485e+02
-1.486155803753877111e-02,7.175684429668754305e+00,6.708714711950806375e+00,-2.376804096417637879e+02
-1.017436834619422220e-02,1.005041589070291330e+01,3.828908533486046206e+00,-1.946982473431183394e+02
-4.341103322265401666e-03,7.695574311980706739e+00,2.371428364089891438e+00,-1.747681628747272384e+02
-1.053060819701462500e-03,2.737025615746381257e-01,4.356542682100039698e+00,-1.914056577128358470e+02
-5.741986335098868931e-03,6.074514891903520564e+00,3.014520013251759334e+00,-1.730129783232340515e+02
-1.082730843337178020e-02,1.342280429268812902e+01,4.099951155504538924e+00,-2.024827775835474881e+02
-1.288580225481312375e-02,4.985171096812701208e+00,5.504760962613909570e+00,-2.075319453546779300e+02
-1.236109061596718690e-02,1.366056694126250193e+01,4.694004915531694522e+00,-1.987034754304392266e+02
-1.281782408988947283e-02,3.569760828268585762e+00,6.122777842639827384e+00,-2.141977939399779416e+02
-4.568522211422023326e-03,2.251220473213709283e+01,1.795225583008245973e+00,-1.603854420196073534e+02
-8.366431737959695650e-03,1.832425096132012143e+01,3.208814365254299528e+00,-1.772775340450738497e+02
-5.858308089858985275e-04,7.393414222966050886e+00,5.623891724869503062e-01,-1.303902430500896230e+02
-1.610063657906396842e-02,2.509244451336526183e+00,7.071599745817777283e+00,-2.371183115719787793e+02
-4.048530995184680160e-03,2.416750903578640219e+01,1.456176074029173817e+00,-1.039379600500628129e+02
-1.193031599393289642e-02,6.624234627945313925e+00,4.935043290712269659e+00,-2.044267426375882053e+02
-1.265751141338850722e-02,5.579912570081293488e+00,5.317293528826482429e+00,-2.169609815613457329e+02
-8.801518256874122162e-03,1.587309029784443482e+01,3.648492868728258731e+00,-1.851261027261693926e+02
-1.593177069581255823e-02,5.534336207272921193e+00,7.422336152648782992e+00,-2.408989405755413600e+02
-1.063440652690199675e-02,4.970283034509444420e+00,4.790780697981933400e+00,-1.798857068163103179e+02
-1.427066835068264115e-02,2.523108381077348028e+00,6.911796350741266970e+00,-2.343948311721370317e+02
-1.090083590048251429e-02,1.031156364158606031e+01,4.176976288222235212e+00,-2.024715213438372245e+02
-1.772042721767581180e-02,4.545468231714046681e+00,8.259360113737482578e+00,-2.531362734735099025e+02
-1.514148358599829401e-02,8.925844721161208639e+00,6.527045231260689917e+00,-2.272774546696588231e+02
-1.369105781404375902e-02,3.861587236458687400e+00,5.798529195005593273e+00,-2.151854686707655731e+02
