feature_1,feature_2,value_1,value_2,partial_dependence
vdd,charge_share_ratio,0.7273704082309054,0.080176983633823,24.037227419583953
vdd,charge_share_ratio,0.7273704082309054,0.09082668601238746,22.424244294330236
vdd,charge_share_ratio,0.7273704082309054,0.10147638839095191,20.890478124493647
vdd,charge_share_ratio,0.7273704082309054,0.11212609076951638,19.43828803885945
vdd,charge_share_ratio,0.7273704082309054,0.12277579314808082,18.0687140164807
vdd,charge_share_ratio,0.7273704082309054,0.1334254955266453,16.783715676012324
vdd,charge_share_ratio,0.7273704082309054,0.14407519790520973,15.577695034084178
vdd,charge_share_ratio,0.7273704082309054,0.1547249002837742,14.448879105710265
vdd,charge_share_ratio,0.7273704082309054,0.16537460266233867,13.406255816732509
vdd,charge_share_ratio,0.7273704082309054,0.1760243050409031,12.445621239546703
vdd,charge_share_ratio,0.7273704082309054,0.18667400741946755,11.56510891639994
vdd,charge_share_ratio,0.7273704082309054,0.19732370979803202,10.757751655307894
vdd,charge_share_ratio,0.7273704082309054,0.20797341217659648,10.01929456908184
vdd,charge_share_ratio,0.7273704082309054,0.21862311455516092,9.350164144241655
vdd,charge_share_ratio,0.7273704082309054,0.2292728169337254,8.744577008401784
vdd,charge_share_ratio,0.7273704082309054,0.23992251931228983,8.201793866752672
vdd,charge_share_ratio,0.7273704082309054,0.2505722216908543,7.712632920599098
vdd,charge_share_ratio,0.7273704082309054,0.2612219240694188,7.273079230832711
vdd,charge_share_ratio,0.7273704082309054,0.27187162644798324,6.880848253652848
vdd,charge_share_ratio,0.7273704082309054,0.2825213288265477,6.533607434175979
vdd,charge_share_ratio,0.7561292012967944,0.080176983633823,27.708045742971873
vdd,charge_share_ratio,0.7561292012967944,0.09082668601238746,25.907864572108103
vdd,charge_share_ratio,0.7561292012967944,0.10147638839095191,24.191625923953865
vdd,charge_share_ratio,0.7561292012967944,0.11212609076951638,22.561842490314262
vdd,charge_share_ratio,0.7561292012967944,0.12277579314808082,21.016859100646588
vdd,charge_share_ratio,0.7561292012967944,0.1334254955266453,19.557426409967142
vdd,charge_share_ratio,0.7561292012967944,0.14407519790520973,18.183088181687463
vdd,charge_share_ratio,0.7561292012967944,0.1547249002837742,16.893293508658967
vdd,charge_share_ratio,0.7561292012967944,0.16537460266233867,15.691957901593048
vdd,charge_share_ratio,0.7561292012967944,0.1760243050409031,14.578952949636337
vdd,charge_share_ratio,0.7561292012967944,0.18667400741946755,13.551039684572938
vdd,charge_share_ratio,0.7561292012967944,0.19732370979803202,12.605523943425995
vdd,charge_share_ratio,0.7561292012967944,0.20797341217659648,11.741280272470297
vdd,charge_share_ratio,0.7561292012967944,0.21862311455516092,10.95649837833771
vdd,charge_share_ratio,0.7561292012967944,0.2292728169337254,10.244437237991372
vdd,charge_share_ratio,0.7561292012967944,0.23992251931228983,9.597544632801798
vdd,charge_share_ratio,0.7561292012967944,0.2505722216908543,9.01411472025558
vdd,charge_share_ratio,0.7561292012967944,0.2612219240694188,8.48837567245998
vdd,charge_share_ratio,0.7561292012967944,0.27187162644798324,8.014730304803319
vdd,charge_share_ratio,0.7561292012967944,0.2825213288265477,7.591717096997191
vdd,charge_share_ratio,0.7848879943626834,0.080176983633823,31.537024268549665
vdd,charge_share_ratio,0.7848879943626834,0.09082668601238746,29.533563601173373
vdd,charge_share_ratio,0.7848879943626834,0.10147638839095191,27.6168717683285
vdd,charge_share_ratio,0.7848879943626834,0.11212609076951638,25.787893632055464
vdd,charge_share_ratio,0.7848879943626834,0.12277579314808082,24.04611050155613
vdd,charge_share_ratio,0.7848879943626834,0.1334254955266453,22.400992765310274
vdd,charge_share_ratio,0.7848879943626834,0.14407519790520973,20.852553339918124
vdd,charge_share_ratio,0.7848879943626834,0.1547249002837742,19.403861383342736
vdd,charge_share_ratio,0.7848879943626834,0.16537460266233867,18.049976952118463
vdd,charge_share_ratio,0.7848879943626834,0.1760243050409031,16.79269458306972
vdd,charge_share_ratio,0.7848879943626834,0.18667400741946755,15.626663797211004
vdd,charge_share_ratio,0.7848879943626834,0.19732370979803202,14.54874565691695
vdd,charge_share_ratio,0.7848879943626834,0.20797341217659648,13.554280935696642
vdd,charge_share_ratio,0.7848879943626834,0.21862311455516092,12.639929457874057
vdd,charge_share_ratio,0.7848879943626834,0.2292728169337254,11.805807113948502
vdd,charge_share_ratio,0.7848879943626834,0.23992251931228983,11.044475593206379
vdd,charge_share_ratio,0.7848879943626834,0.2505722216908543,10.354633427838762
vdd,charge_share_ratio,0.7848879943626834,0.2612219240694188,9.731220330522305
vdd,charge_share_ratio,0.7848879943626834,0.27187162644798324,9.174076856922344
vdd,charge_share_ratio,0.7848879943626834,0.2825213288265477,8.676033298530218
vdd,charge_share_ratio,0.8136467874285724,0.080176983633823,35.49994059420159
vdd,charge_share_ratio,0.8136467874285724,0.09082668601238746,33.29496194054526
vdd,charge_share_ratio,0.8136467874285724,0.10147638839095191,31.181146470638758
vdd,charge_share_ratio,0.8136467874285724,0.11212609076951638,29.159356514952897
vdd,charge_share_ratio,0.8136467874285724,0.12277579314808082,27.235124628308093
vdd,charge_share_ratio,0.8136467874285724,0.1334254955266453,25.40783364227376
vdd,charge_share_ratio,0.8136467874285724,0.14407519790520973,23.67911006183446
vdd,charge_share_ratio,0.8136467874285724,0.1547249002837742,22.047271837776798
vdd,charge_share_ratio,0.8136467874285724,0.16537460266233867,20.512406882459118
vdd,charge_share_ratio,0.8136467874285724,0.1760243050409031,19.080983446312235
vdd,charge_share_ratio,0.8136467874285724,0.18667400741946755,17.75407431917084
vdd,charge_share_ratio,0.8136467874285724,0.19732370979803202,16.526747054746593
vdd,charge_share_ratio,0.8136467874285724,0.20797341217659648,15.397500757396308
vdd,charge_share_ratio,0.8136467874285724,0.21862311455516092,14.35672859161466
vdd,charge_share_ratio,0.8136467874285724,0.2292728169337254,13.401788965243792
vdd,charge_share_ratio,0.8136467874285724,0.23992251931228983,12.52988081406803
vdd,charge_share_ratio,0.8136467874285724,0.2505722216908543,11.739101379076043
vdd,charge_share_ratio,0.8136467874285724,0.2612219240694188,11.021976814223512
vdd,charge_share_ratio,0.8136467874285724,0.27187162644798324,10.373095992350349
vdd,charge_share_ratio,0.8136467874285724,0.2825213288265477,9.787025806040864
vdd,charge_share_ratio,0.8424055804944615,0.080176983633823,39.517229498693794
vdd,charge_share_ratio,0.8424055804944615,0.09082668601238746,37.09967887148864
vdd,charge_share_ratio,0.8424055804944615,0.10147638839095191,34.77594582716951
vdd,charge_share_ratio,0.8424055804944615,0.11212609076951638,32.552411713243714
vdd,charge_share_ratio,0.8424055804944615,0.12277579314808082,30.43465046890688
vdd,charge_share_ratio,0.8424055804944615,0.1334254955266453,28.416418289689947
vdd,charge_share_ratio,0.8424055804944615,0.14407519790520973,26.500252911150067
vdd,charge_share_ratio,0.8424055804944615,0.1547249002837742,24.692193230691796
vdd,charge_share_ratio,0.8424055804944615,0.16537460266233867,22.988544649653164
vdd,charge_share_ratio,0.8424055804944615,0.1760243050409031,21.39434052458499
vdd,charge_share_ratio,0.8424055804944615,0.18667400741946755,19.90999178364831
vdd,charge_share_ratio,0.8424055804944615,0.19732370979803202,18.532211140600506
vdd,charge_share_ratio,0.8424055804944615,0.20797341217659648,17.260496127101373
vdd,charge_share_ratio,0.8424055804944615,0.21862311455516092,16.089382122650914
vdd,charge_share_ratio,0.8424055804944615,0.2292728169337254,15.009362487886467
vdd,charge_share_ratio,0.8424055804944615,0.23992251931228983,14.023898663340098
vdd,charge_share_ratio,0.8424055804944615,0.2505722216908543,13.125734890938542
vdd,charge_share_ratio,0.8424055804944615,0.2612219240694188,12.310573807633475
vdd,charge_share_ratio,0.8424055804944615,0.27187162644798324,11.571638174581402
vdd,charge_share_ratio,0.8424055804944615,0.2825213288265477,10.901704344002171
vdd,charge_share_ratio,0.8711643735603505,0.080176983633823,43.65779341288486
vdd,charge_share_ratio,0.8711643735603505,0.09082668601238746,41.01735778775396
vdd,charge_share_ratio,0.8711643735603505,0.10147638839095191,38.476175752982165
vdd,charge_share_ratio,0.8711643735603505,0.11212609076951638,36.037988723895445
vdd,charge_share_ratio,0.8711643735603505,0.12277579314808082,33.70073759261248
vdd,charge_share_ratio,0.8711643735603505,0.1334254955266453,31.472700285855847
vdd,charge_share_ratio,0.8711643735603505,0.14407519790520973,29.350373347795955
vdd,charge_share_ratio,0.8711643735603505,0.1547249002837742,27.33619481454056
vdd,charge_share_ratio,0.8711643735603505,0.16537460266233867,25.445021684759293
vdd,charge_share_ratio,0.8711643735603505,0.1760243050409031,23.676349975762548
vdd,charge_share_ratio,0.8711643735603505,0.18667400741946755,22.029107834351045
vdd,charge_share_ratio,0.8711643735603505,0.19732370979803202,20.50130897136881
vdd,charge_share_ratio,0.8711643735603505,0.20797341217659648,19.090040055864748
vdd,charge_share_ratio,0.8711643735603505,0.21862311455516092,17.791335605818947
vdd,charge_share_ratio,0.8711643735603505,0.2292728169337254,16.59947641612664
vdd,charge_share_ratio,0.8711643735603505,0.23992251931228983,15.505048339191397
vdd,charge_share_ratio,0.8711643735603505,0.2505722216908543,14.503181081233604
vdd,charge_share_ratio,0.8711643735603505,0.2612219240694188,13.594297927018928
vdd,charge_share_ratio,0.8711643735603505,0.27187162644798324,12.771400329520262
vdd,charge_share_ratio,0.8711643735603505,0.2825213288265477,12.024276270163037
vdd,charge_share_ratio,0.8999231666262395,0.080176983633823,47.75411800250345
vdd,charge_share_ratio,0.8999231666262395,0.09082668601238746,44.88682271170214
vdd,charge_share_ratio,0.8999231666262395,0.10147638839095191,42.126808205872784
vdd,charge_share_ratio,0.8999231666262395,0.11212609076951638,39.4752404931134
vdd,charge_share_ratio,0.8999231666262395,0.12277579314808082,36.936167497363385
vdd,charge_share_ratio,0.8999231666262395,0.1334254955266453,34.505430701440275
vdd,charge_share_ratio,0.8999231666262395,0.14407519790520973,32.1954376738552
vdd,charge_share_ratio,0.8999231666262395,0.1547249002837742,30.000624869242795
vdd,charge_share_ratio,0.8999231666262395,0.16537460266233867,27.93492890435761
vdd,charge_share_ratio,0.8999231666262395,0.1760243050409031,25.996458146695474
vdd,charge_share_ratio,0.8999231666262395,0.18667400741946755,24.185891296907016
vdd,charge_share_ratio,0.8999231666262395,0.19732370979803202,22.505555600013185
vdd,charge_share_ratio,0.8999231666262395,0.20797341217659648,20.952235215264096
vdd,charge_share_ratio,0.8999231666262395,0.21862311455516092,19.52160525063571
vdd,charge_share_ratio,0.8999231666262395,0.2292728169337254,18.20430891513298
vdd,charge_share_ratio,0.8999231666262395,0.23992251931228983,16.99972578413916
vdd,charge_share_ratio,0.8999231666262395,0.2505722216908543,15.895562336300436
vdd,charge_share_ratio,0.8999231666262395,0.2612219240694188,14.891552041768984
vdd,charge_share_ratio,0.8999231666262395,0.27187162644798324,13.982277640212963
vdd,charge_share_ratio,0.8999231666262395,0.2825213288265477,13.157365371926819
vdd,charge_share_ratio,0.9286819596921285,0.080176983633823,51.65986035038273
vdd,charge_share_ratio,0.9286819596921285,0.09082668601238746,48.60044948490018
vdd,charge_share_ratio,0.9286819596921285,0.10147638839095191,45.64980266378995
vdd,charge_share_ratio,0.9286819596921285,0.11212609076951638,42.80813601735815
vdd,charge_share_ratio,0.9286819596921285,0.12277579314808082,40.08471539163246
vdd,charge_share_ratio,0.9286819596921285,0.1334254955266453,37.48280668699073
vdd,charge_share_ratio,0.9286819596921285,0.14407519790520973,34.999610093153656
vdd,charge_share_ratio,0.9286819596921285,0.1547249002837742,32.64067175970325
vdd,charge_share_ratio,0.9286819596921285,0.16537460266233867,30.413955175679256
vdd,charge_share_ratio,0.9286819596921285,0.1760243050409031,28.32240754509029
vdd,charge_share_ratio,0.9286819596921285,0.18667400741946755,26.366742796733348
vdd,charge_share_ratio,0.9286819596921285,0.19732370979803202,24.54676910080703
vdd,charge_share_ratio,0.9286819596921285,0.20797341217659648,22.85954085780024
vdd,charge_share_ratio,0.9286819596921285,0.21862311455516092,21.30400225258523
vdd,charge_share_ratio,0.9286819596921285,0.2292728169337254,19.874198691656304
vdd,charge_share_ratio,0.9286819596921285,0.23992251931228983,18.558826925000535
vdd,charge_share_ratio,0.9286819596921285,0.2505722216908543,17.354697989499694
vdd,charge_share_ratio,0.9286819596921285,0.2612219240694188,16.26102413923632
vdd,charge_share_ratio,0.9286819596921285,0.27187162644798324,15.26936983186966
vdd,charge_share_ratio,0.9286819596921285,0.2825213288265477,14.368024360468539
vdd,charge_share_ratio,0.9574407527580175,0.080176983633823,55.489573555893436
vdd,charge_share_ratio,0.9574407527580175,0.09082668601238746,52.246033673161776
vdd,charge_share_ratio,0.9574407527580175,0.10147638839095191,49.10914032617101
vdd,charge_share_ratio,0.9574407527580175,0.11212609076951638,46.08320340987394
vdd,charge_share_ratio,0.9574407527580175,0.12277579314808082,43.16655939624253
vdd,charge_share_ratio,0.9574407527580175,0.1334254955266453,40.37652435522768
vdd,charge_share_ratio,0.9574407527580175,0.14407519790520973,37.72104929342767
vdd,charge_share_ratio,0.9574407527580175,0.1547249002837742,35.19804516386767
vdd,charge_share_ratio,0.9574407527580175,0.16537460266233867,32.81527742536339
vdd,charge_share_ratio,0.9574407527580175,0.1760243050409031,30.569166098033932
vdd,charge_share_ratio,0.9574407527580175,0.18667400741946755,28.465025294138517
vdd,charge_share_ratio,0.9574407527580175,0.19732370979803202,26.50927694589555
