feature,value,ale
vwl_overdrive,0.3000280670630959,-1.5240681792444115
vwl_overdrive,0.3331010280562456,-1.3306133674030276
vwl_overdrive,0.3693470066626227,-1.1504490159302048
vwl_overdrive,0.40711760008974535,-0.8485594870227227
vwl_overdrive,0.44287683318944054,-0.5736674019320536
vwl_overdrive,0.48004860719967357,-0.3750031864280494
vwl_overdrive,0.5198432415344589,-0.21220102662510132
vwl_overdrive,0.55817099223778,0.0025958118916817874
vwl_overdrive,0.5921524307019842,0.13255745035290611
vwl_overdrive,0.6312290738433344,0.21969157747722368
vwl_overdrive,0.664620956425535,0.25959074730951626
vwl_overdrive,0.6973281984598853,0.290377354579614
vwl_overdrive,0.7318787636489656,0.31622784040568663
vwl_overdrive,0.766035598497682,0.3326236982175266
vwl_overdrive,0.8019578153211707,0.34201081912436515
vwl_overdrive,0.836371415786668,0.3505373049044713
vwl_overdrive,0.8721982829454247,0.3570317229910196
vwl_overdrive,0.9099564298524122,0.3623606084929467
vwl_overdrive,0.9523613300129408,0.368585035708342
vwl_overdrive,0.990108185211094,0.37199662279009327
vwl_overdrive,1.0228744313064846,0.3777630424994478
vwl_overdrive,1.0573069241504423,0.3806403841380317
vwl_overdrive,1.0934847958157485,0.38437407314449135
vwl_overdrive,1.1283199127981671,0.3855496530786815
vwl_overdrive,1.165597319705878,0.388662246785759
vwl_overdrive,1.1998390732753088,0.3913856706937644
vblpre_ratio,0.3500111606524842,0.6384429461321138
vblpre_ratio,0.36200377161868974,0.6100984401720897
vblpre_ratio,0.3734573995109864,0.5834344459448753
vblpre_ratio,0.3853064783916616,0.5481511104441408
vblpre_ratio,0.3975346354904358,0.5236687992344661
vblpre_ratio,0.409211845747088,0.500661692857278
vblpre_ratio,0.420270094423251,0.45583473327275326
vblpre_ratio,0.430952720946749,0.4245258093526423
vblpre_ratio,0.44438616465658215,0.37703106641444206
vblpre_ratio,0.4550385820955362,0.3313220927084398
vblpre_ratio,0.4660716056575723,0.2773296879679897
vblpre_ratio,0.47896861090760984,0.2169605889195495
vblpre_ratio,0.4910825750783735,0.17082798640961028
vblpre_ratio,0.5037723990458848,0.06965110049791634
vblpre_ratio,0.5163217886077477,-0.012999109677503173
vblpre_ratio,0.5297946617978566,-0.07933132638049845
vblpre_ratio,0.5413462495024517,-0.14387339982566183
vblpre_ratio,0.5530683536802885,-0.22727976065047306
vblpre_ratio,0.5647048074853367,-0.28648910455938903
vblpre_ratio,0.5765514218309379,-0.3776985986200002
vblpre_ratio,0.5889887614388574,-0.5031301683582993
vblpre_ratio,0.6009181187158724,-0.5926820181504998
vblpre_ratio,0.6134104748333121,-0.6976716277763223
vblpre_ratio,0.624735299904157,-0.8004976088970278
vblpre_ratio,0.6376895909588198,-0.9406866226710496
vblpre_ratio,0.6499307838478658,-1.0656011547615845
vwl_boost,0.30002806706309604,-1.2791127310490737
vwl_boost,0.33310102805624564,-1.1260010153810716
vwl_boost,0.36934700666262266,-0.9819900123718851
vwl_boost,0.4071176000897454,-0.7242264491168726
vwl_boost,0.44287683318944054,-0.48074780577227005
vwl_boost,0.4800486071996737,-0.30678122630987326
vwl_boost,0.5198432415344589,-0.16117403002455566
vwl_boost,0.55817099223778,0.029678221771912483
vwl_boost,0.5921524307019842,0.15042358257673416
