feature,value,partial_dependence
vdd,0.7965572915350347,32.18335721227231
vdd,0.8089049857503757,29.968171471260764
vdd,0.8212526799657167,27.87017312212232
vdd,0.8336003741810577,25.89112864907841
vdd,0.8459480683963987,24.033061251629647
vdd,0.8582957626117396,22.29411631802633
vdd,0.8706434568270806,20.66623046016812
vdd,0.8829911510424215,19.150641916217854
vdd,0.8953388452577625,17.743984962649765
vdd,0.9076865394731035,16.440850212428973
vdd,0.9200342336884445,15.236957132391279
vdd,0.9323819279037855,14.128876393224704
vdd,0.9447296221191264,13.11334850174443
vdd,0.9570773163344675,12.180462009510526
vdd,0.9694250105498083,11.32808767257586
vdd,0.9817727047651493,10.548944589990256
vdd,0.9941203989804903,9.839700911780158
vdd,1.0064680931958314,9.194125696544937
vdd,1.0188157874111723,8.606154426668105
vdd,1.0311634816265132,8.072346820527319
vdd,1.0435111758418543,7.588376937662487
vdd,1.0558588700571951,7.146250636943457
vdd,1.0682065642725362,6.742446018987456
vdd,1.0805542584878771,6.373566003120452
vdd,1.092901952703218,6.036315494432794
vdd,1.105249646918559,5.727870826836404
vdd,1.1175973411339002,5.442668137243218
vdd,1.129945035349241,5.179552616132092
vdd,1.142292729564582,4.937622749541719
vdd,1.154640423779923,4.715958840260624
vdd,1.166988117995264,4.511737600241717
vdd,1.179335812210605,4.322143929352602
vdd,1.191683506425946,4.1458246440220154
vdd,1.2040312006412868,3.982785730356084
vdd,1.2163788948566279,3.832189366951452
vdd,1.2287265890719687,3.6935695663749737
vdd,1.2410742832873098,3.5645426504410525
vdd,1.2534219775026507,3.444147516709484
vdd,1.2657696717179916,3.3323574049548523
vdd,1.2781173659333327,3.2277935637104176
vgs_retention,-0.9946712740414383,5.422588880135454
vgs_retention,-0.9811157175961167,5.538590273065669
vgs_retention,-0.9675601611507952,5.65944918263421
vgs_retention,-0.9540046047054737,5.785144056904033
vgs_retention,-0.9404490482601521,5.915259150978604
vgs_retention,-0.9268934918148306,6.0500006118095095
vgs_retention,-0.913337935369509,6.189844175202868
vgs_retention,-0.8997823789241874,6.335015279319743
vgs_retention,-0.886226822478866,6.485215845313311
vgs_retention,-0.8726712660335444,6.641075334611254
vgs_retention,-0.8591157095882229,6.802558875233594
vgs_retention,-0.8455601531429013,6.969627366231711
vgs_retention,-0.8320045966975798,7.142337352153454
vgs_retention,-0.8184490402522583,7.321256846643771
vgs_retention,-0.8048934838069367,7.506415914793826
vgs_retention,-0.7913379273616152,7.698475789830327
vgs_retention,-0.7777823709162937,7.897319918929994
vgs_retention,-0.7642268144709721,8.103019366469509
vgs_retention,-0.7506712580256505,8.315646754134814
vgs_retention,-0.737115701580329,8.535129178169278
vgs_retention,-0.7235601451350074,8.761840982208959
vgs_retention,-0.710004588689686,8.995602301008251
vgs_retention,-0.6964490322443644,9.236005351596898
vgs_retention,-0.6828934757990428,9.483140170911048
vgs_retention,-0.6693379193537212,9.73656295910788
vgs_retention,-0.6557823629083998,9.996878029747423
vgs_retention,-0.6422268064630783,10.264394145477453
vgs_retention,-0.6286712500177567,10.53965322260268
vgs_retention,-0.6151156935724351,10.822858095586577
vgs_retention,-0.6015601371271135,11.112854185732864
vgs_retention,-0.5880045806817921,11.409456063084749
vgs_retention,-0.5744490242364705,11.71226404878483
vgs_retention,-0.560893467791149,12.02153560097147
vgs_retention,-0.5473379113458274,12.337488273715778
vgs_retention,-0.5337823549005059,12.659690244789836
vgs_retention,-0.5202267984551843,12.98793195871857
vgs_retention,-0.5066712420098628,13.322405230083977
vgs_retention,-0.4931156855645412,13.663696661544666
vgs_retention,-0.47956012911921975,14.01140383243066
vgs_retention,-0.46600457267389817,14.365071597485384
charge_share_ratio,0.08034916366414149,11.989071333556334
charge_share_ratio,0.08580141367101668,11.703014662348687
charge_share_ratio,0.09125366367789188,11.420707931382653
charge_share_ratio,0.09670591368476707,11.141986258362483
charge_share_ratio,0.10215816369164225,10.867380774446655
charge_share_ratio,0.10761041369851745,10.596729185854139
charge_share_ratio,0.11306266370539264,10.330309649204963
charge_share_ratio,0.11851491371226783,10.067701498708496
charge_share_ratio,0.12396716371914301,9.809359740641398
charge_share_ratio,0.12941941372601823,9.555533259758832
charge_share_ratio,0.1348716637328934,9.306099429497165
charge_share_ratio,0.1403239137397686,9.061110489277361
charge_share_ratio,0.1457761637466438,8.82065963845204
charge_share_ratio,0.15122841375351898,8.585509434640667
charge_share_ratio,0.15668066376039416,8.35487257323067
charge_share_ratio,0.16213291376726935,8.128378053335638
charge_share_ratio,0.16758516377414456,7.905726399145082
charge_share_ratio,0.17303741378101972,7.687236607011209
charge_share_ratio,0.17848966378789494,7.473652102419081
charge_share_ratio,0.18394191379477012,7.265097564754446
charge_share_ratio,0.1893941638016453,7.0609864858307665
charge_share_ratio,0.19484641380852052,6.861704995671891
charge_share_ratio,0.20029866381539568,6.667554767652794
charge_share_ratio,0.2057509138222709,6.4779574432456535
charge_share_ratio,0.21120316382914608,6.293369543888911
charge_share_ratio,0.21665541383602127,6.113432277443174
charge_share_ratio,0.22210766384289646,5.938555162650526
charge_share_ratio,0.22755991384977164,5.768451257412662
charge_share_ratio,0.23301216385664683,5.602997968834656
charge_share_ratio,0.23846441386352205,5.442776567792996
charge_share_ratio,0.24391666387039723,5.287860719982773
charge_share_ratio,0.24936891387727242,5.137947460424926
charge_share_ratio,0.2548211638841476,4.9932222062664335
charge_share_ratio,0.26027341389102276,4.852911762964859
charge_share_ratio,0.265725663897898,4.717104302300306
charge_share_ratio,0.2711779139047732,4.585381291608073
charge_share_ratio,0.2766301639116484,4.457831377633589
charge_share_ratio,0.28208241391852357,4.334335643393746
charge_share_ratio,0.2875346639253987,4.215151667431711
charge_share_ratio,0.29298691393227394,4.100365018208481
vwl_low,-0.3801131425400359,12.823169934299345
vwl_low,-0.37090310885445843,12.608731110090355
vwl_low,-0.361693075168881,12.397192075001863
vwl_low,-0.3524830414833035,12.18883266421596
vwl_low,-0.34327300779772607,11.983546075112084
vwl_low,-0.3340629741121486,11.780988016474192
vwl_low,-0.3248529404265711,11.581069477926532
vwl_low,-0.3156429067409936,11.384399627443857
vwl_low,-0.30643287305541617,11.190695018746812
vwl_low,-0.29722283936983873,10.999868410447569
vwl_low,-0.28801280568426124,10.811527894338706
vwl_low,-0.27880277199868375,10.626204695742379
vwl_low,-0.26959273831310626,10.44360028596484
vwl_low,-0.2603827046275288,10.264067974623575
vwl_low,-0.25117267094195134,10.087472477859139
vwl_low,-0.24196263725637387,9.913705065660405
vwl_low,-0.2327526035707964,9.742296057219132
vwl_low,-0.22354256988521895,9.573607678945274
vwl_low,-0.2143325361996415,9.407935352555521
vwl_low,-0.205122502514064,9.244968545589975
vwl_low,-0.19591246882848654,9.084906539327044
vwl_low,-0.18670243514290907,8.928026377326695
vwl_low,-0.17749240145733158,8.774401428348924
vwl_low,-0.16828236777175412,8.623452698944488
vwl_low,-0.15907233408617666,8.475369634095964
vwl_low,-0.1498623004005992,8.329900343144764
vwl_low,-0.14065226671502173,8.187833627043466
vwl_low,-0.13144223302944424,8.048956753804447
vwl_low,-0.12223219934386675,7.912956439385528
vwl_low,-0.11302216565828932,7.779760632769898
vwl_low,-0.10381213197271183,7.648887603480505
vwl_low,-0.0946020982871344,7.52061703638612
vwl_low,-0.0853920646015569,7.395503656402529
vwl_low,-0.07618203091597942,7.272774765426737
vwl_low,-0.06697199723040198,7.152649934792571
vwl_low,-0.05776196354482449,7.035351628455537
vwl_low,-0.048551929859247056,6.920948116600156
vwl_low,-0.039341896173669566,6.80916892657241
vwl_low,-0.030131862488092076,6.700158974183006
vwl_low,-0.02092182880251462,6.593926184459593
sa_aspect,2.2341371382938404,11.175969007125738
sa_aspect,2.4625643292978827,10.900404270750201
sa_aspect,2.6909915203019255,10.638253805600051
sa_aspect,2.9194187113059678,10.388333057819938
sa_aspect,3.14784590231001,10.149564345606013
sa_aspect,3.376273093314053,9.921659572298841
sa_aspect,3.604700284318095,9.70457830018405
sa_aspect,3.8331274753221374,9.497302895841932
sa_aspect,4.06155466632618,9.299554086278949
sa_aspect,4.289981857330222,9.11115516168984
sa_aspect,4.518409048334265,8.93117050317553
sa_aspect,4.7468362393383075,8.75908240957623
sa_aspect,4.97526343034235,8.594711077185401
sa_aspect,5.203690621346393,8.437093973056587
sa_aspect,5.432117812350435,8.285705677746744
sa_aspect,5.6605450033544775,8.140525994206586
sa_aspect,5.888972194358519,8.0010693263624
sa_aspect,6.117399385362562,7.867275250345594
sa_aspect,6.345826576366605,7.738385944219055
sa_aspect,6.574253767370648,7.614040052974375
sa_aspect,6.80268095837469,7.494649442240506
sa_aspect,7.031108149378731,7.379808080061992
sa_aspect,7.259535340382774,7.268889427678485
sa_aspect,7.487962531386817,7.1617775061301225
sa_aspect,7.7163897223908595,7.058276942407443
sa_aspect,7.944816913394902,6.958301476126145
sa_aspect,8.173244104398945,6.861781548147295
sa_aspect,8.401671295402988,6.768793596882285
sa_aspect,8.630098486407029,6.67906376652723
sa_aspect,8.858525677411071,6.592076842394534
sa_aspect,9.086952868415114,6.507890366193498
sa_aspect,9.315380059419157,6.4263722143887225
sa_aspect,9.5438072504232,6.347273673947959
sa_aspect,9.772234441427242,6.270824853107488
sa_aspect,10.000661632431283,6.196992758215179
sa_aspect,10.229088823435326,6.125686336056567
sa_aspect,10.457516014439369,6.056931009921793
sa_aspect,10.685943205443412,5.990305690938411
sa_aspect,10.914370396447454,5.925664848047481
sa_aspect,11.142797587451497,5.862988553177138
wsan,1.0053617122322281e-07,11.23313170775765
wsan,1.1081539481840472e-07,10.916849330515154
wsan,1.2109461841358663e-07,10.621451856001562
wsan,1.3137384200876854e-07,10.344785626064873
wsan,1.4165306560395045e-07,10.085945316171644
wsan,1.5193228919913237e-07,9.844495330398674
wsan,1.6221151279431428e-07,9.618680260165025
wsan,1.724907363894962e-07,9.407264901545467
wsan,1.827699599846781e-07,9.209320620478278
wsan,1.9304918357986001e-07,9.024158556286217
wsan,2.0332840717504193e-07,8.849939351397298
wsan,2.1360763077022384e-07,8.685711237573614
wsan,2.2388685436540575e-07,8.530708187801626
wsan,2.3416607796058766e-07,8.383891601571936
wsan,2.444453015557696e-07,8.244563210432716
wsan,2.547245251509515e-07,8.111821872979224
wsan,2.6500374874613337e-07,7.98511118747131
wsan,2.752829723413153e-07,7.863769576645447
wsan,2.8556219593649725e-07,7.747234883577205
wsan,2.9584141953167913e-07,7.63573668732782
wsan,3.06120643126861e-07,7.5287493817918385
wsan,3.1639986672204296e-07,7.425818168108855
wsan,3.266790903172249e-07,7.32660087718141
wsan,3.369583139124068e-07,7.2308034098318945
wsan,3.4723753750758867e-07,7.138453172185618
wsan,3.575167611027706e-07,7.049515766677845
wsan,3.6779598469795254e-07,6.963664507926069
wsan,3.780752082931344e-07,6.880702523361895
wsan,3.883544318883163e-07,6.8005388877074715
wsan,3.9863365548349825e-07,6.723062404739381
wsan,4.089128790786802e-07,6.648456750025536
wsan,4.19192102673862e-07,6.57614290470854
wsan,4.2947132626904396e-07,6.5061413573806215
wsan,4.397505498642259e-07,6.438637370010864
wsan,4.5002977345940784e-07,6.3732464177207735
wsan,4.6030899705458967e-07,6.3097623857278125
wsan,4.705882206497716e-07,6.248566728305503
wsan,4.808674442449535e-07,6.189153112311012
wsan,4.911466678401355e-07,6.131328383033217
wsan,5.014258914353173e-07,6.075300242663088
vblpre_ratio,0.36394498830106103,7.157057796591414
vblpre_ratio,0.3709217806396439,7.356812119432412
vblpre_ratio,0.3778985729782268,7.556767418268092
vblpre_ratio,0.38487536531680966,7.756881579815087
vblpre_ratio,0.39185215765539255,7.9562712327799705
vblpre_ratio,0.39882894999397545,8.151757423643542
vblpre_ratio,0.40580574233255834,8.344089176375299
vblpre_ratio,0.41278253467114123,8.532780824627952
vblpre_ratio,0.4197593270097241,8.717104079879398
vblpre_ratio,0.426736119348307,8.897280155571199
vblpre_ratio,0.43371291168688986,9.070644390541297
vblpre_ratio,0.44068970402547275,9.238755893382189
vblpre_ratio,0.44766649636405564,9.401588857105656
vblpre_ratio,0.45464328870263854,9.557389207523517
vblpre_ratio,0.46162008104122143,9.703885261679176
vblpre_ratio,0.46859687337980427,9.842239787542374
vblpre_ratio,0.47557366571838716,9.97352564219391
vblpre_ratio,0.48255045805697006,10.0959023832486
vblpre_ratio,0.48952725039555295,10.207710861826145
vblpre_ratio,0.49650404273413584,10.310196840396168
vblpre_ratio,0.5034808350727187,10.401742160904643
vblpre_ratio,0.5104576274113016,10.482161600666076
vblpre_ratio,0.5174344197498845,10.551632349757458
vblpre_ratio,0.5244112120884674,10.610874389842778
vblpre_ratio,0.5313880044270503,10.659329778390937
vblpre_ratio,0.5383647967656331,10.69749099270324
vblpre_ratio,0.545341589104216,10.72563206403059
vblpre_ratio,0.5523183814427989,10.74201771989782
vblpre_ratio,0.5592951737813818,10.746942499929508
vblpre_ratio,0.5662719661199647,10.740534812642396
vblpre_ratio,0.5732487584585475,10.722454163073069
vblpre_ratio,0.5802255507971305,10.695312066314793
vblpre_ratio,0.5872023431357133,10.659163626582144
vblpre_ratio,0.5941791354742962,10.615015472807347
vblpre_ratio,0.6011559278128791,10.563483531224621
vblpre_ratio,0.6081327201514619,10.506300971730646
vblpre_ratio,0.6151095124900449,10.445599712690226
vblpre_ratio,0.6220863048286278,10.381815543083357
vblpre_ratio,0.6290630971672106,10.31378815598676
vblpre_ratio,0.6360398895057935,10.24202792777821
