feature,value,ale
vgs_retention,-0.5962046932753333,-2.9527882910367325
vgs_retention,-0.5752566526171243,-3.516616293285379
vgs_retention,-0.5525037117643375,-4.1531524915259705
vgs_retention,-0.5292625929532943,-4.829411048421255
vgs_retention,-0.5003413894571384,-5.736562309769601
vgs_retention,-0.4658764351907947,-6.803138569661465
vgs_retention,-0.42047565086180166,-8.212887114807133
vgs_retention,-0.26586021768611895,-12.17011769087222
sa_aspect,2.002050805234055,-5.953721718608954
sa_aspect,2.1495240826220114,-5.654550517978279
sa_aspect,2.2960121458921714,-5.269847913846778
sa_aspect,2.4632332783737967,-4.926598879657435
sa_aspect,2.654064106725111,-4.541493371341849
sa_aspect,2.8256971664869193,-4.173676015795914
sa_aspect,3.040614408500881,-3.6344680177433806
sa_aspect,3.253103006029457,-3.2437050470561775
sa_aspect,3.513392291238535,-2.749093578770084
sa_aspect,3.7989832599975237,-2.2535377693029615
sa_aspect,4.134329259662595,-1.6945623337570543
sa_aspect,4.439513009805454,-1.2235027786866333
sa_aspect,4.76126695669525,-0.6434945682699871
sa_aspect,5.138866442428181,-0.018384686925741356
sa_aspect,5.51425176981509,0.5289847782589359
sa_aspect,5.89239645479661,1.0451209460285265
sa_aspect,6.313681539126089,1.5728906995225378
sa_aspect,6.81732089109662,2.1697992020559527
sa_aspect,7.263519901667448,2.6695434578996666
sa_aspect,7.72786213825974,3.211241670060068
sa_aspect,8.314540019213165,3.809950492460648
sa_aspect,8.982337654412746,4.581774832668109
sa_aspect,9.627833919137837,5.301809058028014
sa_aspect,10.3815008629294,6.140662807617807
sa_aspect,11.154062952447314,7.013278135912112
sa_aspect,11.986140300623429,7.93558111722884
