response,feature,mean_abs_shap,mean_shap,std_shap,importance_pct
energy_per_access_fj,num__vdd,13.273213875581012,-2.5529468903482098,16.329388219264192,14.137165499640908
energy_per_access_fj,num__charge_share_ratio,11.162731959702237,1.09801294027364,13.443925829874242,11.889312612732505
energy_per_access_fj,num__signal_charge_c,8.621429013896972,-2.4042569317116764,11.299652459612682,9.182596615661948
energy_per_access_fj,num__stored_charge_c,7.62422614690913,-1.881419185582059,9.567901726434542,8.12048595433529
energy_per_access_fj,num__sa_drive_ratio,7.1284502030799874,0.3300874594194271,8.785177820608853,7.592440024061568
energy_per_access_fj,num__vblpre_ratio,4.327593360069919,-0.44045813088406244,5.42619456506916,4.609275803127786
energy_per_access_fj,num__vgs_retention,3.9298173808701944,0.5188078151687088,5.334040356861621,4.185608641395859
energy_per_access_fj,num__sa_aspect,3.6590960890558972,-0.36802040137098685,4.2935457080698,3.8972661387788907
energy_per_access_fj,num__wsan,3.5898432610915627,-0.30033569328761944,4.278007586252784,3.8235056539839376
energy_per_access_fj,num__inv_thermal_v,3.385620923568688,0.043831490297416044,3.968957872320601,3.605990513239019
energy_per_access_fj,num__vwl_low,2.6668851976761205,-0.4055825226353331,3.4297451141896045,2.8404723800504215
energy_per_access_fj,num__temperature_c,2.3713854607848353,0.0893324836725447,2.8925967369405794,2.5257386068519105
energy_per_access_fj,num__cs,2.262832944001786,0.02490288837409884,3.753446259023231,2.410120422021197
energy_per_access_fj,cat__corner_FF,2.1899228165173,2.1899228165173,5.103353839990675,2.3324645845947867
energy_per_access_fj,cat__corner_FS,2.0716574415024884,2.0268835864053645,4.166379336401933,2.2065013329562833
